C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4005_20190101_20190131.csv
C,Time period: 2019-01-01 to 2019-01-31
C,Location/Node: .Z.RHODEISLAND
C,Report generated 2020-05-10 09:31:18 EST
H,,,Day Ahead,Real Time
D,2019-01-10,16,972.8,981.8
D,2019-01-10,17,1026.7,1030.0
D,2019-01-10,18,1115.9,1093.6
D,2019-01-10,19,1081.5,1095.3
D,2019-01-10,20,1080.1,1069.5
D,2019-01-10,21,1052.0,1029.5
D,2019-01-10,22,988.6,980.6
D,2019-01-10,23,904.3,909.3
D,2019-01-10,24,863.7,843.0
D,2019-01-11,01,774.6,798.4
D,2019-01-11,02,754.0,772.9
D,2019-01-11,03,788.7,760.1
D,2019-01-11,04,747.9,760.5
D,2019-01-11,05,767.3,781.0
D,2019-01-11,06,809.8,837.8
D,2019-01-11,07,956.7,944.4
D,2019-01-11,08,1047.6,1009.2
D,2019-01-11,09,1033.4,1015.4
D,2019-01-11,10,1061.6,1009.4
D,2019-01-11,11,1025.8,1006.0
D,2019-01-11,12,1017.1,994.0
D,2019-01-11,13,1002.1,985.3
D,2019-01-11,14,998.0,978.6
D,2019-01-11,15,999.8,974.0
D,2019-01-11,16,977.7,1001.4
D,2019-01-11,17,1025.9,1049.6
D,2019-01-11,18,1146.4,1104.7
D,2019-01-11,19,1089.3,1096.4
D,2019-01-11,20,1071.3,1074.9
D,2019-01-11,21,1073.3,1047.2
D,2019-01-11,22,1020.3,1005.3
D,2019-01-11,23,1040.8,941.9
D,2019-01-11,24,889.3,882.7
D,2019-01-12,01,854.8,827.5
D,2019-01-12,02,850.6,812.7
D,2019-01-12,03,839.2,802.2
D,2019-01-12,04,821.3,798.8
D,2019-01-12,05,862.2,805.4
D,2019-01-12,06,849.2,823.5
D,2019-01-12,07,933.3,866.0
D,2019-01-12,08,958.8,908.8
D,2019-01-12,09,1018.2,951.5
D,2019-01-12,10,984.4,980.3
D,2019-01-12,11,972.1,985.6
D,2019-01-12,12,966.2,978.8
D,2019-01-12,13,960.6,955.5
D,2019-01-12,14,946.6,938.2
D,2019-01-12,15,923.0,934.9
D,2019-01-12,16,935.5,952.2
D,2019-01-12,17,1030.3,1012.5
D,2019-01-12,18,1172.9,1065.0
D,2019-01-12,19,1057.1,1054.3
D,2019-01-12,20,1039.5,1026.0
D,2019-01-12,21,999.5,995.0
D,2019-01-12,22,964.1,954.8
D,2019-01-12,23,930.2,903.4
D,2019-01-12,24,871.0,848.6
D,2019-01-13,01,848.4,800.0
D,2019-01-13,02,822.1,774.3
D,2019-01-13,03,806.4,764.1
D,2019-01-13,04,789.2,757.7
D,2019-01-13,05,806.8,761.1
D,2019-01-13,06,836.1,775.2
D,2019-01-13,07,895.5,810.3
D,2019-01-13,08,938.2,849.3
D,2019-01-13,09,1003.2,899.1
D,2019-01-13,10,989.9,942.3
D,2019-01-13,11,974.0,954.2
D,2019-01-13,12,904.5,955.3
D,2019-01-13,13,893.2,957.4
D,2019-01-13,14,889.1,944.3
D,2019-01-13,15,899.7,944.4
D,2019-01-13,16,924.3,961.1
D,2019-01-13,17,1007.8,1008.2
D,2019-01-13,18,1122.0,1086.1
D,2019-01-13,19,1059.7,1076.5
D,2019-01-13,20,1044.5,1050.8
D,2019-01-13,21,1008.3,1017.7
D,2019-01-13,22,927.2,951.8
D,2019-01-13,23,886.2,874.4
D,2019-01-13,24,826.5,810.7
D,2019-01-14,01,811.2,765.1
D,2019-01-14,02,810.7,750.4
D,2019-01-14,03,780.8,743.8
D,2019-01-14,04,810.8,745.4
D,2019-01-14,05,829.3,766.6
D,2019-01-14,06,887.6,828.2
D,2019-01-14,07,986.9,936.8
D,2019-01-14,08,1046.2,1002.2
D,2019-01-14,09,1039.5,1026.5
D,2019-01-14,10,1048.2,1042.3
D,2019-01-14,11,1003.3,1054.9
D,2019-01-14,12,979.3,1049.8
D,2019-01-14,13,972.7,1040.0
D,2019-01-14,14,968.6,1039.5
D,2019-01-14,15,974.8,1024.7
D,2019-01-14,16,985.7,1024.1
D,2019-01-14,17,1054.1,1061.4
D,2019-01-14,18,1162.9,1129.7
D,2019-01-14,19,1083.4,1130.6
D,2019-01-14,20,1069.4,1105.5
D,2019-01-14,21,1043.3,1062.7
D,2019-01-14,22,965.2,992.5
D,2019-01-14,23,891.6,924.7
D,2019-01-14,24,808.4,856.9
D,2019-01-15,01,796.0,809.5
D,2019-01-15,02,790.2,786.9
D,2019-01-15,03,757.5,776.8
D,2019-01-15,04,776.5,784.2
D,2019-01-15,05,779.8,806.4
D,2019-01-15,06,852.8,860.5
D,2019-01-15,07,984.5,968.6
D,2019-01-15,08,1057.6,1023.0
D,2019-01-15,09,1033.6,1019.7
D,2019-01-15,10,1002.6,1007.7
D,2019-01-15,11,950.9,1000.2
D,2019-01-15,12,922.2,985.6
D,2019-01-15,13,943.7,972.7
D,2019-01-15,14,939.4,975.4
D,2019-01-15,15,959.7,971.8
D,2019-01-15,16,946.3,980.3
D,2019-01-15,17,1000.2,1032.7
D,2019-01-15,18,1113.8,1091.1
D,2019-01-15,19,1057.0,1092.3
D,2019-01-15,20,1039.0,1071.3
D,2019-01-15,21,1002.1,1032.3
D,2019-01-15,22,941.7,972.7
D,2019-01-15,23,839.4,898.4
D,2019-01-15,24,760.9,830.0
D,2019-01-16,01,829.5,786.8
D,2019-01-16,02,818.6,765.0
D,2019-01-16,03,797.6,756.9
D,2019-01-16,04,777.7,758.7
D,2019-01-16,05,793.8,780.3
D,2019-01-16,06,856.2,838.7
D,2019-01-16,07,968.4,947.0
D,2019-01-16,08,1013.8,1007.0
D,2019-01-16,09,1021.6,1006.7
D,2019-01-16,10,1000.4,994.2
D,2019-01-16,11,930.8,1012.1
D,2019-01-16,12,907.4,1021.8
D,2019-01-16,13,906.8,997.5
D,2019-01-16,14,893.9,997.0
D,2019-01-16,15,900.9,997.4
D,2019-01-16,16,915.0,1012.1
D,2019-01-16,17,1003.9,1044.2
D,2019-01-16,18,1047.5,1101.3
D,2019-01-16,19,999.4,1098.6
D,2019-01-16,20,996.8,1067.2
D,2019-01-16,21,997.4,1024.0
D,2019-01-16,22,926.6,962.7
D,2019-01-16,23,842.8,884.7
D,2019-01-16,24,769.9,817.0
D,2019-01-17,01,795.0,770.4
D,2019-01-17,02,764.3,755.6
D,2019-01-17,03,742.8,747.5
D,2019-01-17,04,755.0,752.2
D,2019-01-17,05,755.1,774.6
D,2019-01-17,06,836.0,837.1
D,2019-01-17,07,967.4,950.1
D,2019-01-17,08,1028.1,1010.8
D,2019-01-17,09,1026.0,1017.6
D,2019-01-17,10,986.9,1010.1
D,2019-01-17,11,991.9,1008.8
D,2019-01-17,12,990.4,999.4
D,2019-01-17,13,960.0,985.9
D,2019-01-17,14,972.0,984.1
D,2019-01-17,15,970.2,987.6
D,2019-01-17,16,977.7,1005.3
D,2019-01-17,17,1064.3,1046.8
D,2019-01-17,18,1163.7,1115.9
D,2019-01-17,19,1147.4,1108.2
D,2019-01-17,20,1089.4,1088.1
D,2019-01-17,21,1055.7,1043.3
D,2019-01-17,22,969.6,984.4
D,2019-01-17,23,907.3,903.5
D,2019-01-17,24,842.3,832.3
D,2019-01-18,01,796.9,782.6
D,2019-01-18,02,768.4,762.9
D,2019-01-18,03,736.2,749.9
D,2019-01-18,04,725.8,749.1
D,2019-01-18,05,734.5,765.9
D,2019-01-18,06,772.4,820.4
D,2019-01-18,07,874.7,926.2
D,2019-01-18,08,966.1,987.5
D,2019-01-18,09,978.6,1000.5
D,2019-01-18,10,984.4,1013.1
D,2019-01-18,11,953.9,1013.1
D,2019-01-18,12,946.0,997.8
D,2019-01-18,13,937.7,978.4
D,2019-01-18,14,926.4,956.7
D,2019-01-18,15,901.6,957.7
D,2019-01-18,16,894.9,965.8
D,2019-01-18,17,943.4,994.5
D,2019-01-18,18,1010.7,1036.6
D,2019-01-18,19,958.5,1027.4
D,2019-01-18,20,986.0,997.4
D,2019-01-18,21,965.6,961.4
D,2019-01-18,22,884.6,912.7
D,2019-01-18,23,821.1,861.4
D,2019-01-18,24,772.8,800.0
D,2019-01-19,01,733.4,753.6
D,2019-01-19,02,716.0,728.1
D,2019-01-19,03,693.5,713.9
D,2019-01-19,04,675.2,711.7
D,2019-01-19,05,699.5,722.6
D,2019-01-19,06,726.0,748.0
D,2019-01-19,07,754.6,797.9
D,2019-01-19,08,829.5,841.0
D,2019-01-19,09,859.9,881.9
D,2019-01-19,10,896.5,897.1
D,2019-01-19,11,902.2,901.5
D,2019-01-19,12,923.3,901.6
D,2019-01-19,13,945.3,898.6
D,2019-01-19,14,938.4,909.2
D,2019-01-19,15,945.6,929.6
D,2019-01-19,16,957.8,948.8
D,2019-01-19,17,995.1,992.9
D,2019-01-19,18,1072.1,1039.8
D,2019-01-19,19,1007.5,1031.8
D,2019-01-19,20,994.0,1000.5
D,2019-01-19,21,956.5,965.4
D,2019-01-19,22,896.8,919.3
D,2019-01-19,23,809.7,868.7
D,2019-01-19,24,717.0,805.2
D,2019-01-20,01,622.3,756.7
D,2019-01-20,02,642.3,736.5
D,2019-01-20,03,644.4,718.2
D,2019-01-20,04,594.1,712.2
D,2019-01-20,05,601.0,714.3
D,2019-01-20,06,614.5,724.3
D,2019-01-20,07,659.0,754.4
D,2019-01-20,08,716.0,788.5
D,2019-01-20,09,733.9,844.6
D,2019-01-20,10,755.0,906.9
D,2019-01-20,11,793.0,953.0
D,2019-01-20,12,849.6,982.3
D,2019-01-20,13,854.4,1006.6
D,2019-01-20,14,851.8,1003.7
D,2019-01-20,15,843.3,1002.8
D,2019-01-20,16,873.8,1004.2
D,2019-01-20,17,994.7,1043.6
D,2019-01-20,18,1079.3,1087.6
D,2019-01-20,19,1068.7,1067.9
D,2019-01-20,20,1035.7,1025.6
D,2019-01-20,21,1037.3,998.0
D,2019-01-20,22,957.3,959.6
D,2019-01-20,23,903.4,931.3
D,2019-01-20,24,796.5,890.7
D,2019-01-21,01,849.0,855.4
D,2019-01-21,02,831.3,845.6
D,2019-01-21,03,817.8,841.5
D,2019-01-21,04,822.8,846.6
D,2019-01-21,05,824.3,868.3
D,2019-01-21,06,878.4,912.1
D,2019-01-21,07,971.7,984.5
D,2019-01-21,08,1045.1,1041.6
D,2019-01-21,09,1086.3,1095.4
D,2019-01-21,10,1149.7,1131.4
D,2019-01-21,11,1220.4,1159.6
D,2019-01-21,12,1230.8,1180.8
D,2019-01-21,13,1223.9,1187.8
D,2019-01-21,14,1181.9,1188.1
D,2019-01-21,15,1168.4,1199.3
D,2019-01-21,16,1175.4,1209.8
D,2019-01-21,17,1220.6,1251.4
D,2019-01-21,18,1323.1,1323.2
D,2019-01-21,19,1270.1,1317.0
D,2019-01-21,20,1242.6,1275.9
D,2019-01-21,21,1190.9,1226.3
D,2019-01-21,22,1141.0,1164.1
D,2019-01-21,23,1069.2,1085.0
D,2019-01-21,24,988.1,1013.8
D,2019-01-22,01,942.1,966.9
D,2019-01-22,02,947.3,953.2
D,2019-01-22,03,917.4,941.1
D,2019-01-22,04,896.1,937.7
D,2019-01-22,05,933.0,950.3
D,2019-01-22,06,975.7,1003.5
D,2019-01-22,07,1064.4,1104.3
D,2019-01-22,08,1147.7,1166.7
D,2019-01-22,09,1128.5,1175.0
D,2019-01-22,10,1102.9,1166.5
D,2019-01-22,11,1045.4,1165.8
D,2019-01-22,12,1054.6,1152.9
D,2019-01-22,13,1061.4,1130.8
D,2019-01-22,14,1030.0,1119.3
D,2019-01-22,15,1014.0,1104.4
D,2019-01-22,16,1009.1,1100.7
D,2019-01-22,17,1078.0,1140.4
D,2019-01-22,18,1135.0,1210.5
D,2019-01-22,19,1132.1,1216.6
D,2019-01-22,20,1099.1,1187.3
D,2019-01-22,21,1103.2,1141.0
D,2019-01-22,22,1035.1,1082.7
D,2019-01-22,23,912.3,1004.4
D,2019-01-22,24,853.1,934.2
D,2019-01-23,01,866.5,883.3
D,2019-01-23,02,840.5,861.9
D,2019-01-23,03,830.5,847.8
D,2019-01-23,04,833.4,845.9
D,2019-01-23,05,832.8,863.9
D,2019-01-23,06,888.0,916.7
D,2019-01-23,07,1006.5,1016.6
D,2019-01-23,08,990.0,1069.4
D,2019-01-23,09,1002.8,1083.6
D,2019-01-23,10,1004.6,1082.4
D,2019-01-23,11,1028.2,1084.2
D,2019-01-23,12,1014.2,1082.5
D,2019-01-23,13,1003.5,1071.9
D,2019-01-23,14,987.0,1067.3
D,2019-01-23,15,957.6,1058.2
D,2019-01-23,16,949.0,1052.9
D,2019-01-23,17,1004.7,1080.1
D,2019-01-23,18,1049.4,1122.1
D,2019-01-23,19,1042.7,1110.4
D,2019-01-23,20,1005.6,1076.6
D,2019-01-23,21,918.7,1025.2
D,2019-01-23,22,839.5,952.6
D,2019-01-23,23,763.4,865.9
D,2019-01-23,24,704.0,791.9
D,2019-01-24,01,677.9,742.6
D,2019-01-24,02,670.7,708.5
D,2019-01-24,03,619.7,697.2
D,2019-01-24,04,638.2,689.4
D,2019-01-24,05,646.6,699.6
D,2019-01-24,06,710.5,751.2
D,2019-01-24,07,823.1,847.5
D,2019-01-24,08,884.1,908.4
D,2019-01-24,09,890.3,929.3
D,2019-01-24,10,894.2,952.2
D,2019-01-24,11,914.6,973.2
D,2019-01-24,12,867.2,975.9
D,2019-01-24,13,853.8,976.9
D,2019-01-24,14,841.5,977.0
D,2019-01-24,15,836.7,960.6
D,2019-01-24,16,837.6,975.7
D,2019-01-24,17,905.1,994.1
D,2019-01-24,18,976.5,1027.0
D,2019-01-24,19,929.4,1011.3
D,2019-01-24,20,947.2,980.6
D,2019-01-24,21,908.8,947.1
D,2019-01-24,22,866.5,896.6
D,2019-01-24,23,780.3,829.6
D,2019-01-24,24,700.1,772.4
D,2019-01-25,01,687.3,730.0
D,2019-01-25,02,667.9,717.9
D,2019-01-25,03,657.0,710.8
D,2019-01-25,04,666.3,714.4
D,2019-01-25,05,681.2,733.1
D,2019-01-25,06,746.3,791.5
D,2019-01-25,07,872.8,896.6
D,2019-01-25,08,934.5,958.1
D,2019-01-25,09,898.3,969.2
D,2019-01-25,10,871.8,962.3
D,2019-01-25,11,885.1,961.0
D,2019-01-25,12,878.8,960.4
D,2019-01-25,13,866.1,950.8
D,2019-01-25,14,851.4,941.7
D,2019-01-25,15,840.8,937.3
D,2019-01-25,16,853.9,946.8
D,2019-01-25,17,913.8,981.0
D,2019-01-25,18,965.5,1043.0
D,2019-01-25,19,957.6,1047.0
D,2019-01-25,20,954.5,1027.6
D,2019-01-25,21,905.9,997.9
D,2019-01-25,22,869.6,957.0
D,2019-01-25,23,809.9,900.9
D,2019-01-25,24,751.2,841.5
D,2019-01-26,01,752.2,798.3
D,2019-01-26,02,730.1,774.6
D,2019-01-26,03,719.5,762.2
D,2019-01-26,04,711.4,761.7
D,2019-01-26,05,753.6,766.9
D,2019-01-26,06,787.9,796.0
D,2019-01-26,07,818.7,841.4
D,2019-01-26,08,889.7,885.9
D,2019-01-26,09,943.0,929.3
D,2019-01-26,10,964.8,945.2
D,2019-01-26,11,936.1,945.7
D,2019-01-26,12,949.3,934.5
D,2019-01-26,13,904.2,927.6
D,2019-01-26,14,894.5,915.4
D,2019-01-26,15,888.8,913.9
D,2019-01-26,16,923.3,921.2
D,2019-01-26,17,942.0,963.1
D,2019-01-26,18,1017.6,1025.1
D,2019-01-26,19,1019.7,1014.8
D,2019-01-26,20,969.2,997.8
D,2019-01-26,21,924.4,965.4
D,2019-01-26,22,880.7,918.0
D,2019-01-26,23,824.4,872.7
D,2019-01-26,24,737.3,820.1
D,2019-01-27,01,756.5,776.2
D,2019-01-27,02,764.3,751.7
D,2019-01-27,03,738.9,735.4
D,2019-01-27,04,688.4,734.2
D,2019-01-27,05,705.1,740.4
D,2019-01-27,06,725.2,756.8
D,2019-01-27,07,745.8,789.7
D,2019-01-27,08,809.0,817.2
D,2019-01-27,09,840.1,853.8
D,2019-01-27,10,847.3,872.9
D,2019-01-27,11,853.6,878.4
D,2019-01-27,12,851.8,880.9
D,2019-01-27,13,826.6,889.0
D,2019-01-27,14,820.0,879.5
D,2019-01-27,15,815.0,866.0
D,2019-01-27,16,842.8,885.5
D,2019-01-27,17,889.7,934.7
D,2019-01-27,18,923.1,1004.2
D,2019-01-27,19,924.5,1002.2
D,2019-01-27,20,904.3,974.7
D,2019-01-27,21,870.3,936.3
D,2019-01-27,22,811.7,873.1
D,2019-01-27,23,730.1,810.6
D,2019-01-27,24,669.1,756.0
D,2019-01-28,01,639.0,717.9
D,2019-01-28,02,663.1,694.1
D,2019-01-28,03,667.7,687.0
D,2019-01-28,04,665.2,690.6
D,2019-01-28,05,678.0,719.0
D,2019-01-28,06,740.3,783.8
D,2019-01-28,07,911.0,895.2
D,2019-01-28,08,993.3,963.7
D,2019-01-28,09,961.3,990.7
D,2019-01-28,10,967.5,997.4
D,2019-01-28,11,948.4,1004.5
D,2019-01-28,12,941.3,995.6
D,2019-01-28,13,926.9,980.1
D,2019-01-28,14,931.1,984.8
D,2019-01-28,15,926.2,990.6
D,2019-01-28,16,946.8,1006.6
D,2019-01-28,17,1010.7,1039.8
D,2019-01-28,18,1073.7,1112.6
D,2019-01-28,19,1074.2,1117.5
D,2019-01-28,20,1056.2,1094.8
D,2019-01-28,21,1028.8,1054.3
D,2019-01-28,22,918.0,985.8
D,2019-01-28,23,854.8,918.1
D,2019-01-28,24,768.3,845.7
D,2019-01-29,01,750.2,797.6
D,2019-01-29,02,735.1,776.1
D,2019-01-29,03,736.9,767.2
D,2019-01-29,04,725.2,772.0
D,2019-01-29,05,720.1,789.3
D,2019-01-29,06,768.3,844.9
D,2019-01-29,07,867.9,949.9
D,2019-01-29,08,894.9,1004.5
D,2019-01-29,09,910.3,1011.3
D,2019-01-29,10,904.7,1019.8
D,2019-01-29,11,961.8,1018.2
D,2019-01-29,12,890.7,1023.6
D,2019-01-29,13,875.1,1020.2
D,2019-01-29,14,866.0,1018.9
D,2019-01-29,15,895.0,1017.9
D,2019-01-29,16,913.1,1024.7
D,2019-01-29,17,1023.0,1053.6
D,2019-01-29,18,1063.4,1106.8
D,2019-01-29,19,1054.0,1103.0
D,2019-01-29,20,1008.9,1069.4
D,2019-01-29,21,937.0,1018.3
D,2019-01-29,22,862.5,962.9
D,2019-01-29,23,707.5,880.8
D,2019-01-29,24,635.0,806.8
D,2019-01-30,01,747.5,754.8
D,2019-01-30,02,722.9,728.1
D,2019-01-30,03,723.5,713.4
D,2019-01-30,04,737.3,713.1
D,2019-01-30,05,684.6,733.2
D,2019-01-30,06,732.0,792.5
D,2019-01-30,07,963.1,899.3
