C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4005_20190201_20190228.csv
C,Time period: 2019-02-01 to 2019-02-28
C,Location/Node: .Z.RHODEISLAND
C,Report generated 2020-05-10 09:31:48 EST
H,,,Day Ahead,Real Time
D,2019-02-03,20,903.0,948.6
D,2019-02-03,21,886.9,920.6
D,2019-02-03,22,801.8,874.6
D,2019-02-03,23,810.6,849.4
D,2019-02-03,24,746.0,803.6
D,2019-02-04,01,784.3,749.8
D,2019-02-04,02,739.9,720.4
D,2019-02-04,03,713.7,706.8
D,2019-02-04,04,697.7,709.9
D,2019-02-04,05,704.5,730.5
D,2019-02-04,06,703.6,780.1
D,2019-02-04,07,892.5,872.3
D,2019-02-04,08,951.2,931.1
D,2019-02-04,09,931.1,936.9
D,2019-02-04,10,929.7,933.2
D,2019-02-04,11,939.1,923.0
D,2019-02-04,12,898.0,912.5
D,2019-02-04,13,906.2,894.9
D,2019-02-04,14,897.6,885.8
D,2019-02-04,15,872.8,885.5
D,2019-02-04,16,880.1,889.5
D,2019-02-04,17,929.0,918.5
D,2019-02-04,18,991.5,989.3
D,2019-02-04,19,1019.1,1009.1
D,2019-02-04,20,1019.2,986.4
D,2019-02-04,21,979.5,941.4
D,2019-02-04,22,882.6,878.0
D,2019-02-04,23,782.4,816.3
D,2019-02-04,24,630.9,755.5
D,2019-02-05,01,741.6,709.9
D,2019-02-05,02,680.1,692.2
D,2019-02-05,03,640.4,682.0
D,2019-02-05,04,633.2,681.9
D,2019-02-05,05,686.5,693.9
D,2019-02-05,06,777.8,753.0
D,2019-02-05,07,897.8,852.8
D,2019-02-05,08,954.8,909.4
D,2019-02-05,09,885.2,911.8
D,2019-02-05,10,887.6,913.6
D,2019-02-05,11,884.3,910.7
D,2019-02-05,12,868.4,901.8
D,2019-02-05,13,870.4,885.3
D,2019-02-05,14,875.3,872.6
D,2019-02-05,15,856.4,867.1
D,2019-02-05,16,850.9,876.8
D,2019-02-05,17,893.9,903.3
D,2019-02-05,18,983.1,966.8
D,2019-02-05,19,995.2,984.6
D,2019-02-05,20,993.3,963.0
D,2019-02-05,21,948.1,923.8
D,2019-02-05,22,877.4,864.4
D,2019-02-05,23,788.1,793.4
D,2019-02-05,24,748.6,733.0
D,2019-02-06,01,720.4,686.7
D,2019-02-06,02,688.0,664.0
D,2019-02-06,03,691.6,665.0
D,2019-02-06,04,667.7,671.4
D,2019-02-06,05,685.0,692.8
D,2019-02-06,06,743.9,755.9
D,2019-02-06,07,910.4,866.8
D,2019-02-06,08,970.3,922.9
D,2019-02-06,09,944.9,928.4
D,2019-02-06,10,906.4,919.5
D,2019-02-06,11,916.9,914.5
D,2019-02-06,12,862.5,905.0
D,2019-02-06,13,845.3,897.1
D,2019-02-06,14,846.3,904.4
D,2019-02-06,15,867.2,905.3
D,2019-02-06,16,865.0,914.5
D,2019-02-06,17,912.7,951.1
D,2019-02-06,18,1045.0,1025.0
D,2019-02-06,19,1045.8,1039.6
D,2019-02-06,20,1011.8,1017.3
D,2019-02-06,21,982.2,975.6
D,2019-02-06,22,906.8,919.1
D,2019-02-06,23,834.2,843.1
D,2019-02-06,24,761.7,776.0
D,2019-02-07,01,748.7,729.4
D,2019-02-07,02,709.4,707.4
D,2019-02-07,03,708.4,697.4
D,2019-02-07,04,687.0,697.7
D,2019-02-07,05,704.0,720.8
D,2019-02-07,06,764.0,775.8
D,2019-02-07,07,898.5,871.9
D,2019-02-07,08,978.2,944.0
D,2019-02-07,09,946.2,960.7
D,2019-02-07,10,930.0,971.6
D,2019-02-07,11,944.6,982.2
D,2019-02-07,12,942.6,987.3
D,2019-02-07,13,933.8,984.3
D,2019-02-07,14,933.5,974.3
D,2019-02-07,15,925.4,964.7
D,2019-02-07,16,932.2,973.6
D,2019-02-07,17,994.6,999.4
D,2019-02-07,18,1084.1,1051.6
D,2019-02-07,19,1031.3,1044.8
D,2019-02-07,20,984.1,1021.7
D,2019-02-07,21,940.6,978.0
D,2019-02-07,22,872.2,908.9
D,2019-02-07,23,747.3,838.2
D,2019-02-07,24,739.6,774.8
D,2019-02-08,01,705.4,726.1
D,2019-02-08,02,648.9,700.4
D,2019-02-08,03,630.6,687.7
D,2019-02-08,04,643.2,687.3
D,2019-02-08,05,647.1,708.0
D,2019-02-08,06,704.5,758.4
D,2019-02-08,07,850.1,851.7
D,2019-02-08,08,922.2,908.8
D,2019-02-08,09,915.3,937.5
D,2019-02-08,10,904.6,958.6
D,2019-02-08,11,899.0,971.9
D,2019-02-08,12,885.9,974.8
D,2019-02-08,13,870.3,959.9
D,2019-02-08,14,864.0,937.6
D,2019-02-08,15,849.6,916.7
D,2019-02-08,16,854.1,906.1
D,2019-02-08,17,905.0,921.1
D,2019-02-08,18,989.8,965.6
D,2019-02-08,19,941.5,987.0
D,2019-02-08,20,934.5,970.2
D,2019-02-08,21,902.6,951.8
D,2019-02-08,22,848.4,907.3
D,2019-02-08,23,803.3,852.1
D,2019-02-08,24,749.8,805.2
D,2019-02-09,01,749.3,769.2
D,2019-02-09,02,718.2,747.2
D,2019-02-09,03,731.0,737.6
D,2019-02-09,04,739.5,736.3
D,2019-02-09,05,757.3,748.1
D,2019-02-09,06,790.5,776.0
D,2019-02-09,07,830.1,823.9
D,2019-02-09,08,905.0,867.0
D,2019-02-09,09,931.5,902.6
D,2019-02-09,10,900.5,924.4
D,2019-02-09,11,895.6,935.4
D,2019-02-09,12,881.9,934.8
D,2019-02-09,13,869.2,923.5
D,2019-02-09,14,864.4,909.2
D,2019-02-09,15,855.5,907.4
D,2019-02-09,16,871.5,909.6
D,2019-02-09,17,936.7,942.5
D,2019-02-09,18,1017.3,1008.1
D,2019-02-09,19,1022.3,1025.9
D,2019-02-09,20,971.0,1001.7
D,2019-02-09,21,939.9,975.4
D,2019-02-09,22,891.9,935.4
D,2019-02-09,23,885.1,888.3
D,2019-02-09,24,835.3,833.6
D,2019-02-10,01,783.8,787.1
D,2019-02-10,02,740.4,774.9
D,2019-02-10,03,760.6,762.2
D,2019-02-10,04,753.4,756.7
D,2019-02-10,05,749.3,760.9
D,2019-02-10,06,824.3,774.5
D,2019-02-10,07,829.4,803.0
D,2019-02-10,08,892.0,830.4
D,2019-02-10,09,917.3,861.4
D,2019-02-10,10,913.6,886.3
D,2019-02-10,11,880.8,894.7
D,2019-02-10,12,858.2,897.7
D,2019-02-10,13,846.9,893.5
D,2019-02-10,14,840.1,886.9
D,2019-02-10,15,827.6,882.2
D,2019-02-10,16,831.0,891.9
D,2019-02-10,17,879.4,947.1
D,2019-02-10,18,1013.9,1019.4
D,2019-02-10,19,948.8,1046.3
D,2019-02-10,20,934.1,1021.1
D,2019-02-10,21,894.9,978.7
D,2019-02-10,22,823.4,914.1
D,2019-02-10,23,791.7,854.8
D,2019-02-10,24,741.0,791.7
D,2019-02-11,01,737.1,754.0
D,2019-02-11,02,714.6,729.6
D,2019-02-11,03,699.7,719.9
D,2019-02-11,04,706.0,725.0
D,2019-02-11,05,686.2,743.1
D,2019-02-11,06,744.3,797.5
D,2019-02-11,07,925.3,907.3
D,2019-02-11,08,1041.2,972.8
D,2019-02-11,09,1037.2,997.4
D,2019-02-11,10,1031.9,1010.1
D,2019-02-11,11,1017.3,1007.0
D,2019-02-11,12,1009.0,988.4
D,2019-02-11,13,983.5,969.1
D,2019-02-11,14,934.0,956.4
D,2019-02-11,15,922.6,942.4
D,2019-02-11,16,925.4,946.5
D,2019-02-11,17,966.8,980.6
D,2019-02-11,18,1073.1,1057.5
D,2019-02-11,19,1046.0,1084.3
D,2019-02-11,20,1033.4,1061.9
D,2019-02-11,21,995.8,1023.8
D,2019-02-11,22,927.4,963.5
D,2019-02-11,23,845.4,890.4
D,2019-02-11,24,773.1,824.4
D,2019-02-12,01,787.4,780.7
D,2019-02-12,02,758.1,761.3
D,2019-02-12,03,751.1,754.4
D,2019-02-12,04,752.0,758.0
D,2019-02-12,05,765.2,778.7
D,2019-02-12,06,827.3,843.0
D,2019-02-12,07,970.8,950.5
D,2019-02-12,08,1065.2,1017.0
D,2019-02-12,09,1044.1,1044.7
D,2019-02-12,10,1033.0,1057.2
D,2019-02-12,11,1072.1,1067.6
D,2019-02-12,12,1081.9,1078.8
D,2019-02-12,13,1063.9,1084.7
D,2019-02-12,14,1075.3,1091.7
D,2019-02-12,15,1061.4,1083.5
D,2019-02-12,16,1046.5,1081.2
D,2019-02-12,17,1092.7,1097.4
D,2019-02-12,18,1183.6,1155.0
D,2019-02-12,19,1074.4,1154.2
D,2019-02-12,20,1063.2,1104.7
D,2019-02-12,21,1001.5,1041.8
D,2019-02-12,22,945.2,973.9
D,2019-02-12,23,863.0,887.4
D,2019-02-12,24,776.9,825.6
D,2019-02-13,01,719.9,774.3
D,2019-02-13,02,693.7,749.4
D,2019-02-13,03,670.8,736.6
D,2019-02-13,04,654.1,733.2
D,2019-02-13,05,684.1,752.9
D,2019-02-13,06,732.4,806.6
D,2019-02-13,07,880.4,897.7
D,2019-02-13,08,917.5,953.6
D,2019-02-13,09,970.3,972.9
D,2019-02-13,10,980.0,972.3
D,2019-02-13,11,1004.2,973.6
D,2019-02-13,12,974.2,957.0
D,2019-02-13,13,929.9,950.0
D,2019-02-13,14,933.2,950.6
D,2019-02-13,15,919.4,952.1
D,2019-02-13,16,923.9,959.4
D,2019-02-13,17,967.9,972.7
D,2019-02-13,18,1017.9,1035.7
D,2019-02-13,19,1027.3,1059.4
D,2019-02-13,20,1019.7,1038.8
D,2019-02-13,21,991.7,1001.6
D,2019-02-13,22,928.7,937.9
D,2019-02-13,23,900.0,877.9
D,2019-02-13,24,838.4,812.6
D,2019-02-14,01,798.6,766.9
D,2019-02-14,02,792.7,745.1
D,2019-02-14,03,769.6,737.0
D,2019-02-14,04,765.7,745.1
D,2019-02-14,05,764.6,762.0
D,2019-02-14,06,850.3,816.6
D,2019-02-14,07,953.0,918.5
D,2019-02-14,08,1036.5,966.6
D,2019-02-14,09,1023.7,968.5
D,2019-02-14,10,999.9,964.0
D,2019-02-14,11,980.3,958.8
D,2019-02-14,12,957.7,946.6
D,2019-02-14,13,943.9,927.5
D,2019-02-14,14,939.0,920.0
D,2019-02-14,15,915.4,912.9
D,2019-02-14,16,927.9,914.7
D,2019-02-14,17,971.1,944.2
D,2019-02-14,18,1045.8,1008.4
D,2019-02-14,19,1075.6,1035.8
D,2019-02-14,20,1020.3,1016.0
D,2019-02-14,21,945.5,975.6
D,2019-02-14,22,878.5,925.5
D,2019-02-14,23,832.4,857.0
D,2019-02-14,24,768.8,796.5
D,2019-02-15,01,790.9,747.1
D,2019-02-15,02,730.5,723.6
D,2019-02-15,03,715.4,708.1
D,2019-02-15,04,707.6,706.6
D,2019-02-15,05,706.4,721.3
D,2019-02-15,06,753.9,773.6
D,2019-02-15,07,892.4,862.2
D,2019-02-15,08,913.6,920.7
D,2019-02-15,09,967.7,928.8
D,2019-02-15,10,935.1,942.6
D,2019-02-15,11,942.9,961.5
D,2019-02-15,12,925.0,959.6
D,2019-02-15,13,908.6,955.3
D,2019-02-15,14,906.2,952.4
D,2019-02-15,15,889.2,947.1
D,2019-02-15,16,877.3,938.0
D,2019-02-15,17,918.7,954.4
D,2019-02-15,18,943.2,978.5
D,2019-02-15,19,949.9,975.7
D,2019-02-15,20,926.6,948.0
D,2019-02-15,21,870.2,905.5
D,2019-02-15,22,814.9,854.6
D,2019-02-15,23,698.0,789.8
D,2019-02-15,24,673.1,740.8
D,2019-02-16,01,733.4,695.3
D,2019-02-16,02,711.7,669.0
D,2019-02-16,03,696.8,657.4
D,2019-02-16,04,698.2,654.9
D,2019-02-16,05,707.9,663.6
D,2019-02-16,06,741.3,689.3
D,2019-02-16,07,726.4,742.2
D,2019-02-16,08,767.3,787.5
D,2019-02-16,09,838.6,823.0
D,2019-02-16,10,847.9,839.6
D,2019-02-16,11,844.2,841.4
D,2019-02-16,12,849.5,836.8
D,2019-02-16,13,831.1,827.1
D,2019-02-16,14,813.9,810.2
D,2019-02-16,15,787.8,806.2
D,2019-02-16,16,774.0,811.3
D,2019-02-16,17,778.7,846.4
D,2019-02-16,18,890.7,909.0
D,2019-02-16,19,913.9,939.2
D,2019-02-16,20,917.4,923.0
D,2019-02-16,21,905.4,895.6
D,2019-02-16,22,882.4,860.8
D,2019-02-16,23,783.1,819.0
D,2019-02-16,24,752.8,771.1
D,2019-02-17,01,766.8,728.5
D,2019-02-17,02,726.3,715.5
D,2019-02-17,03,743.3,703.1
D,2019-02-17,04,705.9,700.6
D,2019-02-17,05,703.9,708.6
D,2019-02-17,06,679.2,725.8
D,2019-02-17,07,706.6,758.1
D,2019-02-17,08,765.0,785.3
D,2019-02-17,09,780.1,814.5
D,2019-02-17,10,775.5,833.6
D,2019-02-17,11,801.8,842.1
D,2019-02-17,12,845.5,837.6
D,2019-02-17,13,844.1,831.5
D,2019-02-17,14,817.9,824.2
D,2019-02-17,15,823.6,827.8
D,2019-02-17,16,832.8,832.2
D,2019-02-17,17,865.8,874.4
D,2019-02-17,18,956.1,947.1
D,2019-02-17,19,983.9,974.4
D,2019-02-17,20,914.9,956.7
D,2019-02-17,21,885.7,922.3
D,2019-02-17,22,826.8,876.7
D,2019-02-17,23,767.2,820.9
D,2019-02-17,24,784.9,770.9
D,2019-02-18,01,756.4,734.4
D,2019-02-18,02,708.6,715.0
D,2019-02-18,03,702.0,703.5
D,2019-02-18,04,701.0,702.7
D,2019-02-18,05,695.3,716.5
D,2019-02-18,06,707.6,756.3
D,2019-02-18,07,818.2,819.5
D,2019-02-18,08,912.5,876.7
D,2019-02-18,09,995.3,930.2
D,2019-02-18,10,1018.8,977.3
D,2019-02-18,11,1054.1,1009.4
D,2019-02-18,12,1060.6,1022.9
D,2019-02-18,13,1051.2,1022.8
D,2019-02-18,14,1030.1,1027.4
D,2019-02-18,15,1011.1,1015.4
D,2019-02-18,16,1015.3,1012.6
D,2019-02-18,17,1047.4,1032.2
D,2019-02-18,18,1104.1,1070.5
D,2019-02-18,19,1115.8,1081.1
D,2019-02-18,20,1062.6,1046.0
D,2019-02-18,21,1025.7,1005.4
D,2019-02-18,22,944.0,948.7
D,2019-02-18,23,866.0,881.4
D,2019-02-18,24,791.2,831.9
D,2019-02-19,01,858.3,799.3
D,2019-02-19,02,831.5,775.3
D,2019-02-19,03,831.5,769.0
D,2019-02-19,04,828.1,774.3
D,2019-02-19,05,859.0,801.1
D,2019-02-19,06,867.4,855.6
D,2019-02-19,07,1011.9,938.4
D,2019-02-19,08,1079.2,995.8
D,2019-02-19,09,1109.6,1020.0
D,2019-02-19,10,1047.0,1023.8
D,2019-02-19,11,1026.4,1021.2
D,2019-02-19,12,1055.5,1007.8
D,2019-02-19,13,999.6,990.5
D,2019-02-19,14,994.4,982.1
D,2019-02-19,15,978.2,975.5
D,2019-02-19,16,980.4,970.0
D,2019-02-19,17,1022.0,998.8
D,2019-02-19,18,1100.6,1064.3
D,2019-02-19,19,1146.0,1099.0
D,2019-02-19,20,1113.2,1078.3
D,2019-02-19,21,1059.2,1039.1
D,2019-02-19,22,980.3,981.2
D,2019-02-19,23,942.9,910.9
D,2019-02-19,24,873.5,854.6
D,2019-02-20,01,832.5,812.9
D,2019-02-20,02,819.3,790.8
D,2019-02-20,03,813.0,783.1
D,2019-02-20,04,796.2,784.4
D,2019-02-20,05,813.3,809.7
D,2019-02-20,06,864.3,861.7
D,2019-02-20,07,1014.4,945.2
D,2019-02-20,08,1083.8,1005.8
D,2019-02-20,09,1043.6,1035.2
D,2019-02-20,10,1040.8,1047.8
D,2019-02-20,11,1021.1,1055.5
D,2019-02-20,12,1014.9,1057.3
D,2019-02-20,13,967.2,1052.1
D,2019-02-20,14,967.4,1053.2
D,2019-02-20,15,991.9,1047.6
D,2019-02-20,16,972.0,1045.4
D,2019-02-20,17,1010.0,1063.8
D,2019-02-20,18,1098.5,1113.5
D,2019-02-20,19,1102.1,1128.9
D,2019-02-20,20,1018.0,1098.1
D,2019-02-20,21,970.6,1047.2
D,2019-02-20,22,905.9,987.7
D,2019-02-20,23,835.3,901.2
D,2019-02-20,24,753.4,845.3
D,2019-02-21,01,802.5,796.2
D,2019-02-21,02,798.3,767.4
D,2019-02-21,03,757.5,751.5
D,2019-02-21,04,768.6,746.4
D,2019-02-21,05,864.4,763.3
D,2019-02-21,06,806.5,811.7
D,2019-02-21,07,1044.3,891.6
D,2019-02-21,08,1019.9,952.1
D,2019-02-21,09,972.8,981.9
D,2019-02-21,10,946.5,989.2
D,2019-02-21,11,944.2,988.3
D,2019-02-21,12,897.9,959.2
D,2019-02-21,13,916.2,933.3
D,2019-02-21,14,892.4,930.8
D,2019-02-21,15,902.4,910.3
D,2019-02-21,16,879.4,907.1
D,2019-02-21,17,930.3,927.1
D,2019-02-21,18,1001.3,979.0
D,2019-02-21,19,1053.0,1017.9
D,2019-02-21,20,934.6,1000.2
D,2019-02-21,21,896.9,962.6
D,2019-02-21,22,898.2,910.4
D,2019-02-21,23,809.8,842.6
D,2019-02-21,24,740.6,777.8
D,2019-02-22,01,765.3,725.0
D,2019-02-22,02,714.0,699.4
D,2019-02-22,03,712.3,690.4
D,2019-02-22,04,687.1,695.9
D,2019-02-22,05,690.6,713.1
D,2019-02-22,06,811.1,763.7
D,2019-02-22,07,1064.7,848.5
D,2019-02-22,08,980.5,905.8
D,2019-02-22,09,985.9,935.0
D,2019-02-22,10,896.0,941.0
D,2019-02-22,11,902.7,924.3
D,2019-02-22,12,888.2,907.7
D,2019-02-22,13,860.8,890.1
D,2019-02-22,14,845.6,882.2
D,2019-02-22,15,829.2,880.4
D,2019-02-22,16,820.5,887.0
D,2019-02-22,17,859.5,904.9
D,2019-02-22,18,974.3,951.4
D,2019-02-22,19,1002.3,979.3
D,2019-02-22,20,945.2,959.2
D,2019-02-22,21,876.8,926.0
D,2019-02-22,22,876.8,889.4
D,2019-02-22,23,837.7,835.4
D,2019-02-22,24,786.6,781.0
D,2019-02-23,01,795.6,737.1
D,2019-02-23,02,758.8,714.1
D,2019-02-23,03,764.2,699.0
D,2019-02-23,04,746.9,697.9
D,2019-02-23,05,715.8,704.9
D,2019-02-23,06,815.3,729.6
D,2019-02-23,07,854.0,770.6
D,2019-02-23,08,904.7,810.1
D,2019-02-23,09,908.9,847.4
D,2019-02-23,10,879.5,859.5
D,2019-02-23,11,909.8,865.5
D,2019-02-23,12,908.7,868.9
D,2019-02-23,13,900.8,859.5
D,2019-02-23,14,866.9,843.3
D,2019-02-23,15,860.8,842.4
D,2019-02-23,16,878.3,847.3
D,2019-02-23,17,910.0,881.3
D,2019-02-23,18,981.5,929.0
D,2019-02-23,19,967.5,951.6
D,2019-02-23,20,901.8,929.5
D,2019-02-23,21,868.9,897.5
D,2019-02-23,22,824.2,855.7
D,2019-02-23,23,815.6,806.3
D,2019-02-23,24,795.6,756.6
D,2019-02-24,01,730.5,716.0
D,2019-02-24,02,706.6,689.6
D,2019-02-24,03,683.7,673.6
D,2019-02-24,04,678.7,665.0
D,2019-02-24,05,678.6,666.0
D,2019-02-24,06,698.9,677.8
D,2019-02-24,07,722.0,708.6
D,2019-02-24,08,763.4,748.0
D,2019-02-24,09,825.8,804.2
D,2019-02-24,10,864.6,857.3
D,2019-02-24,11,877.5,889.1
D,2019-02-24,12,855.8,909.2
D,2019-02-24,13,849.8,918.4
D,2019-02-24,14,848.2,899.9
D,2019-02-24,15,835.8,890.4
D,2019-02-24,16,828.6,888.9
D,2019-02-24,17,873.1,909.2
D,2019-02-24,18,921.8,958.5
D,2019-02-24,19,903.8,972.2
D,2019-02-24,20,876.4,945.8
D,2019-02-24,21,853.5,902.0
D,2019-02-24,22,800.7,841.3
D,2019-02-24,23,736.9,785.6
D,2019-02-24,24,685.8,731.4
D,2019-02-25,01,680.2,696.6
D,2019-02-25,02,656.8,676.6
D,2019-02-25,03,662.9,667.6
D,2019-02-25,04,663.9,677.8
D,2019-02-25,05,675.1,700.6
D,2019-02-25,06,726.0,763.5
D,2019-02-25,07,850.5,855.8
D,2019-02-25,08,925.1,916.2
D,2019-02-25,09,907.5,931.2
D,2019-02-25,10,932.5,947.1
D,2019-02-25,11,940.2,955.7
D,2019-02-25,12,919.5,961.7
D,2019-02-25,13,906.6,960.3
D,2019-02-25,14,915.8,967.0
D,2019-02-25,15,871.3,958.4
D,2019-02-25,16,863.5,958.3
D,2019-02-25,17,918.5,988.8
D,2019-02-25,18,1001.7,1051.6
D,2019-02-25,19,1048.0,1086.9
D,2019-02-25,20,1015.8,1052.0
D,2019-02-25,21,996.2,1024.2
D,2019-02-25,22,936.1,976.8
D,2019-02-25,23,844.1,894.3
D,2019-02-25,24,791.2,838.9
D,2019-02-26,01,765.6,792.9
D,2019-02-26,02,732.8,770.9
D,2019-02-26,03,740.3,764.8
D,2019-02-26,04,749.8,766.6
D,2019-02-26,05,769.5,787.6
D,2019-02-26,06,853.6,845.7
D,2019-02-26,07,945.3,944.1
D,2019-02-26,08,1019.0,994.6
D,2019-02-26,09,1009.2,997.8
D,2019-02-26,10,939.3,995.8
D,2019-02-26,11,986.9,990.9
D,2019-02-26,12,982.2,986.8
D,2019-02-26,13,966.3,969.5
D,2019-02-26,14,956.8,963.8
D,2019-02-26,15,956.0,961.9
D,2019-02-26,16,960.6,976.3
D,2019-02-26,17,1013.6,1011.1
D,2019-02-26,18,1098.2,1076.5
D,2019-02-26,19,1142.1,1127.7
D,2019-02-26,20,1113.6,1109.6
D,2019-02-26,21,1066.1,1073.9
D,2019-02-26,22,1011.6,1016.4
D,2019-02-26,23,887.0,939.7
D,2019-02-26,24,889.4,877.5
D,2019-02-27,01,845.8,834.0
D,2019-02-27,02,823.1,813.1
D,2019-02-27,03,813.3,803.6
D,2019-02-27,04,816.3,807.7
D,2019-02-27,05,833.9,824.4
D,2019-02-27,06,898.3,886.7
D,2019-02-27,07,1002.8,983.4
D,2019-02-27,08,1085.1,1037.3
D,2019-02-27,09,1083.7,1048.6
D,2019-02-27,10,1041.2,1051.4
D,2019-02-27,11,1013.3,1032.1
D,2019-02-27,12,1014.4,1026.5
D,2019-02-27,13,1008.4,1018.8
D,2019-02-27,14,999.7,1025.4
D,2019-02-27,15,1009.2,1019.7
D,2019-02-27,16,1012.0,1036.7
D,2019-02-27,17,1030.3,1065.1
D,2019-02-27,18,1083.4,1111.4
D,2019-02-27,19,1122.4,1133.5
D,2019-02-27,20,1064.1,1107.0
D,2019-02-27,21,1026.5,1068.2
D,2019-02-27,22,981.2,1009.0
D,2019-02-27,23,898.0,932.1
D,2019-02-27,24,805.9,856.7
D,2019-02-28,01,806.2,820.3
D,2019-02-28,02,788.7,795.8
D,2019-02-28,03,789.4,784.5
D,2019-02-28,04,780.6,784.5
D,2019-02-28,05,774.1,802.0
D,2019-02-28,06,804.2,854.7
D,2019-02-28,07,941.7,933.0
D,2019-02-28,08,1021.5,999.6
D,2019-02-28,09,1044.5,1045.7
D,2019-02-28,10,1058.9,1047.1
D,2019-02-28,11,1080.6,1025.9
D,2019-02-28,12,1057.5,1032.5
D,2019-02-28,13,1040.7,1023.9
D,2019-02-28,14,1004.9,1009.3
D,2019-02-28,15,973.2,997.2
D,2019-02-28,16,959.2,987.1
D,2019-02-28,17,983.0,1000.7
D,2019-02-28,18,1045.7,1056.1
D,2019-02-28,19,1119.3,1100.3
D,2019-02-28,20,1093.0,1082.0
D,2019-02-28,21,1052.3,1045.7
D,2019-02-28,22,974.7,992.6
D,2019-02-28,23,908.1,919.7
D,2019-02-28,24,845.6,860.5
T,672 lines
