C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4005_20190901_20190930.csv
C,Time period: 2019-09-01 to 2019-09-30
C,Location/Node: .Z.RHODEISLAND
C,Report generated 2020-05-10 09:33:28 EST
H,,,Day Ahead,Real Time
D,2019-09-02,22,974.9,976.2
D,2019-09-02,23,905.3,902.6
D,2019-09-02,24,822.1,836.3
D,2019-09-03,01,727.8,786.5
D,2019-09-03,02,696.8,745.8
D,2019-09-03,03,669.2,720.0
D,2019-09-03,04,655.6,706.2
D,2019-09-03,05,658.7,713.3
D,2019-09-03,06,725.8,760.0
D,2019-09-03,07,844.4,838.2
D,2019-09-03,08,925.5,912.9
D,2019-09-03,09,957.2,967.1
D,2019-09-03,10,1011.3,1019.1
D,2019-09-03,11,1058.9,1054.4
D,2019-09-03,12,1105.2,1089.4
D,2019-09-03,13,1138.5,1123.6
D,2019-09-03,14,1172.8,1166.1
D,2019-09-03,15,1193.7,1197.7
D,2019-09-03,16,1201.7,1224.5
D,2019-09-03,17,1211.6,1235.9
D,2019-09-03,18,1193.0,1229.6
D,2019-09-03,19,1157.3,1196.3
D,2019-09-03,20,1170.2,1171.1
D,2019-09-03,21,1163.2,1133.2
D,2019-09-03,22,1043.9,1045.2
D,2019-09-03,23,941.7,947.6
D,2019-09-03,24,831.3,865.4
D,2019-09-04,01,741.7,794.2
D,2019-09-04,02,744.2,750.9
D,2019-09-04,03,730.9,723.7
D,2019-09-04,04,711.7,714.3
D,2019-09-04,05,712.4,727.1
D,2019-09-04,06,727.9,781.3
D,2019-09-04,07,814.4,857.9
D,2019-09-04,08,945.4,929.7
D,2019-09-04,09,1021.4,979.2
D,2019-09-04,10,1053.4,1033.4
D,2019-09-04,11,1124.2,1086.0
D,2019-09-04,12,1170.6,1145.9
D,2019-09-04,13,1207.0,1187.2
D,2019-09-04,14,1290.4,1229.0
D,2019-09-04,15,1311.1,1271.3
D,2019-09-04,16,1334.9,1304.9
D,2019-09-04,17,1317.4,1305.2
D,2019-09-04,18,1327.3,1286.7
D,2019-09-04,19,1275.9,1272.3
D,2019-09-04,20,1248.4,1257.2
D,2019-09-04,21,1199.1,1203.9
D,2019-09-04,22,1140.3,1113.3
D,2019-09-04,23,1020.7,997.7
D,2019-09-04,24,934.8,904.2
D,2019-09-05,01,782.2,821.8
D,2019-09-05,02,750.7,775.8
D,2019-09-05,03,675.7,741.4
D,2019-09-05,04,645.1,721.5
D,2019-09-05,05,699.9,719.4
D,2019-09-05,06,678.8,754.0
D,2019-09-05,07,779.2,818.2
D,2019-09-05,08,873.8,865.3
D,2019-09-05,09,861.4,892.1
D,2019-09-05,10,903.8,924.9
D,2019-09-05,11,952.5,954.4
D,2019-09-05,12,955.1,984.4
D,2019-09-05,13,967.8,996.1
D,2019-09-05,14,1007.5,1004.4
D,2019-09-05,15,975.7,1025.9
D,2019-09-05,16,975.0,1026.6
D,2019-09-05,17,1004.7,1020.3
D,2019-09-05,18,996.4,1006.9
D,2019-09-05,19,1018.1,990.6
D,2019-09-05,20,1011.2,999.3
D,2019-09-05,21,1019.8,970.2
D,2019-09-05,22,936.1,902.2
D,2019-09-05,23,854.8,813.7
D,2019-09-05,24,760.4,747.4
D,2019-09-06,01,689.7,693.7
D,2019-09-06,02,624.7,660.9
D,2019-09-06,03,603.1,640.8
D,2019-09-06,04,594.8,633.4
D,2019-09-06,05,584.5,647.7
D,2019-09-06,06,619.1,692.7
D,2019-09-06,07,780.7,766.4
D,2019-09-06,08,836.8,824.1
D,2019-09-06,09,875.6,860.9
D,2019-09-06,10,871.9,896.0
D,2019-09-06,11,886.7,923.3
D,2019-09-06,12,898.3,930.2
D,2019-09-06,13,951.5,924.8
D,2019-09-06,14,904.6,927.4
D,2019-09-06,15,937.6,920.2
D,2019-09-06,16,944.1,910.0
D,2019-09-06,17,934.8,903.5
D,2019-09-06,18,945.1,903.2
D,2019-09-06,19,943.8,895.1
D,2019-09-06,20,945.8,898.4
D,2019-09-06,21,966.0,869.0
D,2019-09-06,22,891.3,830.8
D,2019-09-06,23,774.8,769.0
D,2019-09-06,24,684.2,714.1
D,2019-09-07,01,678.8,661.8
D,2019-09-07,02,628.5,639.3
D,2019-09-07,03,602.8,619.8
D,2019-09-07,04,591.3,606.1
D,2019-09-07,05,563.9,604.9
D,2019-09-07,06,584.3,617.3
D,2019-09-07,07,556.7,651.2
D,2019-09-07,08,658.3,691.1
D,2019-09-07,09,707.0,740.8
D,2019-09-07,10,768.1,778.4
D,2019-09-07,11,784.5,804.3
D,2019-09-07,12,848.2,815.0
D,2019-09-07,13,842.0,812.9
D,2019-09-07,14,840.0,813.4
D,2019-09-07,15,847.9,815.0
D,2019-09-07,16,839.1,821.2
D,2019-09-07,17,828.8,837.5
D,2019-09-07,18,842.6,854.7
D,2019-09-07,19,859.2,845.6
D,2019-09-07,20,864.7,859.5
D,2019-09-07,21,856.7,845.2
D,2019-09-07,22,797.4,801.8
D,2019-09-07,23,735.8,739.2
D,2019-09-07,24,692.2,691.4
D,2019-09-08,01,632.3,653.1
D,2019-09-08,02,575.7,620.8
D,2019-09-08,03,564.2,600.4
D,2019-09-08,04,537.7,589.2
D,2019-09-08,05,555.4,586.1
D,2019-09-08,06,547.9,592.9
D,2019-09-08,07,510.6,602.9
D,2019-09-08,08,612.0,642.0
D,2019-09-08,09,712.4,702.2
D,2019-09-08,10,742.8,753.2
D,2019-09-08,11,777.0,785.2
D,2019-09-08,12,810.7,810.5
D,2019-09-08,13,844.3,837.2
D,2019-09-08,14,854.8,852.9
D,2019-09-08,15,874.6,857.9
D,2019-09-08,16,853.1,874.3
D,2019-09-08,17,880.5,895.2
D,2019-09-08,18,883.6,906.0
D,2019-09-08,19,892.2,902.4
D,2019-09-08,20,921.5,925.8
D,2019-09-08,21,922.3,903.3
D,2019-09-08,22,849.1,845.1
D,2019-09-08,23,706.4,768.9
D,2019-09-08,24,635.9,715.9
D,2019-09-09,01,632.6,672.0
D,2019-09-09,02,607.9,637.2
D,2019-09-09,03,574.6,620.8
D,2019-09-09,04,567.4,610.5
D,2019-09-09,05,600.2,623.5
D,2019-09-09,06,621.7,670.8
D,2019-09-09,07,760.5,743.6
D,2019-09-09,08,800.2,811.4
D,2019-09-09,09,813.9,852.4
D,2019-09-09,10,860.1,895.6
D,2019-09-09,11,843.4,921.2
D,2019-09-09,12,853.6,948.8
D,2019-09-09,13,861.7,971.4
D,2019-09-09,14,860.4,995.8
D,2019-09-09,15,878.7,1002.5
D,2019-09-09,16,889.7,1006.4
D,2019-09-09,17,897.7,1008.9
D,2019-09-09,18,928.2,1005.0
D,2019-09-09,19,916.9,1001.4
D,2019-09-09,20,988.9,1013.3
D,2019-09-09,21,965.6,983.4
D,2019-09-09,22,833.2,917.9
D,2019-09-09,23,737.7,835.8
D,2019-09-09,24,665.7,754.3
D,2019-09-10,01,637.9,701.7
D,2019-09-10,02,617.6,673.7
D,2019-09-10,03,577.0,655.1
D,2019-09-10,04,572.7,645.6
D,2019-09-10,05,603.1,650.8
D,2019-09-10,06,636.4,700.1
D,2019-09-10,07,816.0,779.1
D,2019-09-10,08,878.3,836.5
D,2019-09-10,09,866.0,880.1
D,2019-09-10,10,919.3,920.5
D,2019-09-10,11,952.7,955.6
D,2019-09-10,12,965.3,986.4
D,2019-09-10,13,961.7,988.8
D,2019-09-10,14,971.3,984.4
D,2019-09-10,15,991.6,990.5
D,2019-09-10,16,995.7,1010.9
D,2019-09-10,17,1013.2,1011.3
D,2019-09-10,18,1016.8,1001.8
D,2019-09-10,19,1005.5,1005.2
D,2019-09-10,20,1048.8,1023.7
D,2019-09-10,21,1001.8,994.7
D,2019-09-10,22,932.0,930.9
D,2019-09-10,23,784.1,844.0
D,2019-09-10,24,723.3,781.6
D,2019-09-11,01,692.7,730.9
D,2019-09-11,02,698.4,702.7
D,2019-09-11,03,669.8,689.4
D,2019-09-11,04,673.4,687.0
D,2019-09-11,05,690.1,705.0
D,2019-09-11,06,726.2,760.2
D,2019-09-11,07,806.7,847.9
D,2019-09-11,08,919.9,920.3
D,2019-09-11,09,946.1,969.5
D,2019-09-11,10,974.2,1019.0
D,2019-09-11,11,1071.3,1046.4
D,2019-09-11,12,1106.2,1058.1
D,2019-09-11,13,1155.2,1085.7
D,2019-09-11,14,1239.9,1136.7
D,2019-09-11,15,1297.0,1182.4
D,2019-09-11,16,1317.6,1218.6
D,2019-09-11,17,1365.8,1249.3
D,2019-09-11,18,1361.5,1258.6
D,2019-09-11,19,1424.4,1232.3
D,2019-09-11,20,1413.6,1231.7
D,2019-09-11,21,1328.3,1191.5
D,2019-09-11,22,1224.9,1113.3
D,2019-09-11,23,1069.0,1008.6
D,2019-09-11,24,926.7,919.3
D,2019-09-12,01,889.8,851.2
D,2019-09-12,02,852.7,802.7
D,2019-09-12,03,806.9,770.1
D,2019-09-12,04,778.5,753.7
D,2019-09-12,05,784.8,754.3
D,2019-09-12,06,916.4,797.0
D,2019-09-12,07,1009.1,880.4
D,2019-09-12,08,997.4,950.8
D,2019-09-12,09,1017.0,981.4
D,2019-09-12,10,1044.5,1000.9
D,2019-09-12,11,1091.6,1002.9
D,2019-09-12,12,1083.1,997.7
D,2019-09-12,13,1089.3,977.5
D,2019-09-12,14,1035.1,972.0
D,2019-09-12,15,1005.9,957.6
D,2019-09-12,16,983.4,941.6
D,2019-09-12,17,980.3,931.5
D,2019-09-12,18,986.7,930.0
D,2019-09-12,19,993.2,921.1
D,2019-09-12,20,982.5,935.1
D,2019-09-12,21,946.3,900.8
D,2019-09-12,22,901.0,841.7
D,2019-09-12,23,825.6,763.9
D,2019-09-12,24,715.5,695.9
D,2019-09-13,01,674.9,652.2
D,2019-09-13,02,685.2,617.6
D,2019-09-13,03,608.8,602.8
D,2019-09-13,04,588.6,597.8
D,2019-09-13,05,617.5,609.1
D,2019-09-13,06,669.5,655.7
D,2019-09-13,07,740.7,730.6
D,2019-09-13,08,795.5,793.4
D,2019-09-13,09,806.0,828.9
D,2019-09-13,10,848.9,862.3
D,2019-09-13,11,871.8,890.6
D,2019-09-13,12,876.4,895.5
D,2019-09-13,13,872.0,887.5
D,2019-09-13,14,868.8,891.2
D,2019-09-13,15,856.4,893.1
D,2019-09-13,16,849.9,896.6
D,2019-09-13,17,892.7,893.8
D,2019-09-13,18,859.8,886.2
D,2019-09-13,19,904.2,869.2
D,2019-09-13,20,936.6,878.2
D,2019-09-13,21,895.4,847.5
D,2019-09-13,22,829.6,797.1
D,2019-09-13,23,727.8,732.3
D,2019-09-13,24,682.6,679.3
D,2019-09-14,01,635.8,630.0
D,2019-09-14,02,595.5,600.5
D,2019-09-14,03,558.8,583.7
D,2019-09-14,04,556.8,576.7
D,2019-09-14,05,550.0,578.2
D,2019-09-14,06,581.0,595.4
D,2019-09-14,07,575.8,634.5
D,2019-09-14,08,672.7,684.3
D,2019-09-14,09,722.9,732.7
D,2019-09-14,10,736.2,775.7
D,2019-09-14,11,814.4,808.6
D,2019-09-14,12,815.6,831.1
D,2019-09-14,13,844.1,832.1
D,2019-09-14,14,867.1,838.3
D,2019-09-14,15,859.9,838.9
D,2019-09-14,16,861.5,835.1
D,2019-09-14,17,907.2,846.9
D,2019-09-14,18,996.2,857.1
D,2019-09-14,19,966.0,862.7
D,2019-09-14,20,967.6,886.8
D,2019-09-14,21,919.4,862.8
D,2019-09-14,22,853.0,824.8
D,2019-09-14,23,775.2,779.2
D,2019-09-14,24,723.2,727.8
D,2019-09-15,01,709.7,689.0
D,2019-09-15,02,688.2,654.0
D,2019-09-15,03,647.9,649.9
D,2019-09-15,04,644.3,632.3
D,2019-09-15,05,679.3,629.2
D,2019-09-15,06,691.4,635.6
D,2019-09-15,07,652.2,650.5
D,2019-09-15,08,758.9,694.6
D,2019-09-15,09,818.8,759.1
D,2019-09-15,10,874.7,815.8
D,2019-09-15,11,920.9,862.1
D,2019-09-15,12,929.8,899.4
D,2019-09-15,13,923.8,925.7
D,2019-09-15,14,962.0,950.7
D,2019-09-15,15,969.1,962.7
D,2019-09-15,16,996.7,977.0
D,2019-09-15,17,1012.0,997.9
D,2019-09-15,18,1098.8,1005.6
D,2019-09-15,19,1058.5,991.5
D,2019-09-15,20,1072.4,1006.6
D,2019-09-15,21,1032.8,973.3
D,2019-09-15,22,887.7,903.9
D,2019-09-15,23,792.6,816.3
D,2019-09-15,24,713.9,753.8
D,2019-09-16,01,715.4,705.8
D,2019-09-16,02,717.3,671.0
D,2019-09-16,03,643.0,656.8
D,2019-09-16,04,622.3,653.3
D,2019-09-16,05,640.9,670.8
D,2019-09-16,06,664.5,722.9
D,2019-09-16,07,778.4,801.9
D,2019-09-16,08,877.3,865.2
D,2019-09-16,09,889.7,901.0
D,2019-09-16,10,927.1,936.3
D,2019-09-16,11,988.2,968.0
D,2019-09-16,12,927.2,986.5
D,2019-09-16,13,934.6,990.2
D,2019-09-16,14,935.6,1011.6
D,2019-09-16,15,940.4,1018.3
D,2019-09-16,16,932.2,1022.8
D,2019-09-16,17,949.9,1037.3
D,2019-09-16,18,1001.5,1031.9
D,2019-09-16,19,1026.0,1013.0
D,2019-09-16,20,1042.6,1009.6
D,2019-09-16,21,949.0,965.7
D,2019-09-16,22,862.7,887.2
D,2019-09-16,23,771.7,792.0
D,2019-09-16,24,647.7,730.9
D,2019-09-17,01,678.8,671.8
D,2019-09-17,02,645.1,639.2
D,2019-09-17,03,614.1,619.2
D,2019-09-17,04,590.4,612.7
D,2019-09-17,05,624.7,626.5
D,2019-09-17,06,665.0,672.5
D,2019-09-17,07,731.8,750.4
D,2019-09-17,08,825.4,811.3
D,2019-09-17,09,850.9,844.6
D,2019-09-17,10,836.6,875.1
D,2019-09-17,11,868.2,896.0
D,2019-09-17,12,866.5,914.6
D,2019-09-17,13,857.2,918.2
D,2019-09-17,14,859.1,933.9
D,2019-09-17,15,853.8,932.5
D,2019-09-17,16,871.7,933.0
D,2019-09-17,17,892.8,936.8
D,2019-09-17,18,921.0,938.2
D,2019-09-17,19,941.5,933.9
D,2019-09-17,20,975.3,951.7
D,2019-09-17,21,897.1,908.7
D,2019-09-17,22,801.5,847.8
D,2019-09-17,23,731.9,776.1
D,2019-09-17,24,637.3,708.4
D,2019-09-18,01,630.2,656.0
D,2019-09-18,02,646.8,627.7
D,2019-09-18,03,624.9,616.3
D,2019-09-18,04,611.7,609.7
D,2019-09-18,05,615.5,621.9
D,2019-09-18,06,654.3,670.9
D,2019-09-18,07,767.5,751.8
D,2019-09-18,08,831.1,808.1
D,2019-09-18,09,847.3,836.0
D,2019-09-18,10,850.6,855.2
D,2019-09-18,11,869.4,869.8
D,2019-09-18,12,855.3,878.2
D,2019-09-18,13,843.4,876.0
D,2019-09-18,14,850.3,880.2
D,2019-09-18,15,819.6,875.3
D,2019-09-18,16,842.3,871.0
D,2019-09-18,17,849.0,871.0
D,2019-09-18,18,893.2,874.6
D,2019-09-18,19,927.0,879.1
D,2019-09-18,20,940.4,899.1
D,2019-09-18,21,877.0,860.0
D,2019-09-18,22,806.8,799.4
D,2019-09-18,23,726.1,725.4
D,2019-09-18,24,645.0,660.6
D,2019-09-19,01,632.3,612.5
D,2019-09-19,02,601.8,594.6
D,2019-09-19,03,570.5,585.5
D,2019-09-19,04,566.3,583.4
D,2019-09-19,05,618.7,595.6
D,2019-09-19,06,646.1,645.8
D,2019-09-19,07,774.6,733.5
D,2019-09-19,08,821.6,795.3
D,2019-09-19,09,818.3,820.3
D,2019-09-19,10,805.5,842.6
D,2019-09-19,11,824.7,854.2
D,2019-09-19,12,817.2,868.0
D,2019-09-19,13,813.9,868.3
D,2019-09-19,14,809.3,878.1
D,2019-09-19,15,822.4,876.0
D,2019-09-19,16,835.9,880.9
D,2019-09-19,17,865.2,891.2
D,2019-09-19,18,885.6,898.6
D,2019-09-19,19,906.1,894.2
D,2019-09-19,20,934.5,912.6
D,2019-09-19,21,870.2,873.4
D,2019-09-19,22,802.9,808.3
D,2019-09-19,23,707.8,731.5
D,2019-09-19,24,620.2,675.7
D,2019-09-20,01,592.4,627.2
D,2019-09-20,02,572.9,599.7
D,2019-09-20,03,569.2,586.9
D,2019-09-20,04,562.1,583.8
D,2019-09-20,05,561.7,601.8
D,2019-09-20,06,587.0,649.2
D,2019-09-20,07,691.4,730.9
D,2019-09-20,08,793.6,787.7
D,2019-09-20,09,753.0,818.1
D,2019-09-20,10,774.0,847.4
D,2019-09-20,11,804.2,873.0
D,2019-09-20,12,831.4,888.0
D,2019-09-20,13,821.4,894.8
D,2019-09-20,14,851.0,909.9
D,2019-09-20,15,905.3,925.9
D,2019-09-20,16,964.4,939.0
D,2019-09-20,17,971.6,946.7
D,2019-09-20,18,972.9,943.9
D,2019-09-20,19,976.1,923.8
D,2019-09-20,20,1057.1,932.0
D,2019-09-20,21,965.1,893.0
D,2019-09-20,22,896.1,837.7
D,2019-09-20,23,737.1,771.5
D,2019-09-20,24,645.1,718.4
D,2019-09-21,01,654.7,667.7
D,2019-09-21,02,637.2,633.6
D,2019-09-21,03,610.9,612.3
D,2019-09-21,04,596.9,596.7
D,2019-09-21,05,594.2,598.1
D,2019-09-21,06,602.3,614.2
D,2019-09-21,07,654.7,644.1
D,2019-09-21,08,729.2,690.7
D,2019-09-21,09,709.0,751.7
D,2019-09-21,10,756.8,810.2
D,2019-09-21,11,821.6,853.1
D,2019-09-21,12,910.6,882.1
D,2019-09-21,13,926.1,907.3
D,2019-09-21,14,965.3,929.7
D,2019-09-21,15,1023.5,945.1
D,2019-09-21,16,1076.2,965.3
D,2019-09-21,17,1119.6,977.5
D,2019-09-21,18,1139.0,979.1
D,2019-09-21,19,1133.3,952.0
D,2019-09-21,20,1127.8,952.3
D,2019-09-21,21,1046.2,915.8
D,2019-09-21,22,922.2,863.0
D,2019-09-21,23,821.2,808.4
D,2019-09-21,24,793.1,745.6
D,2019-09-22,01,714.4,682.9
D,2019-09-22,02,674.3,654.4
D,2019-09-22,03,641.1,631.6
D,2019-09-22,04,635.8,618.7
D,2019-09-22,05,631.9,611.9
D,2019-09-22,06,642.7,615.9
D,2019-09-22,07,611.2,631.7
D,2019-09-22,08,646.6,667.4
D,2019-09-22,09,699.6,734.7
D,2019-09-22,10,780.5,800.4
D,2019-09-22,11,837.9,856.2
D,2019-09-22,12,886.7,905.1
D,2019-09-22,13,966.3,947.3
D,2019-09-22,14,1035.5,977.2
D,2019-09-22,15,1036.9,998.7
D,2019-09-22,16,1093.6,1019.2
D,2019-09-22,17,1117.9,1041.1
D,2019-09-22,18,1176.6,1038.4
D,2019-09-22,19,1143.9,1031.3
D,2019-09-22,20,1154.1,1044.9
D,2019-09-22,21,1077.9,1003.4
D,2019-09-22,22,972.0,931.6
D,2019-09-22,23,878.0,851.9
D,2019-09-22,24,827.3,788.9
D,2019-09-23,01,765.2,740.7
D,2019-09-23,02,725.7,709.3
D,2019-09-23,03,724.1,690.0
D,2019-09-23,04,685.0,683.3
D,2019-09-23,05,715.5,700.5
D,2019-09-23,06,857.1,752.0
D,2019-09-23,07,988.7,846.2
D,2019-09-23,08,1059.2,921.1
D,2019-09-23,09,1014.4,973.0
D,2019-09-23,10,1051.9,1032.5
D,2019-09-23,11,1143.6,1081.8
D,2019-09-23,12,1175.0,1134.8
D,2019-09-23,13,1207.5,1178.2
D,2019-09-23,14,1267.5,1227.8
D,2019-09-23,15,1281.4,1258.1
D,2019-09-23,16,1289.7,1280.9
D,2019-09-23,17,1312.0,1291.4
D,2019-09-23,18,1309.0,1257.2
D,2019-09-23,19,1279.7,1231.0
D,2019-09-23,20,1303.5,1222.4
D,2019-09-23,21,1187.1,1158.7
D,2019-09-23,22,1073.3,1079.3
D,2019-09-23,23,975.7,984.3
D,2019-09-23,24,857.9,901.7
D,2019-09-24,01,862.9,836.4
D,2019-09-24,02,821.6,786.4
D,2019-09-24,03,761.2,754.4
D,2019-09-24,04,722.5,737.2
D,2019-09-24,05,746.6,740.9
D,2019-09-24,06,792.0,780.8
D,2019-09-24,07,887.3,857.3
D,2019-09-24,08,965.7,913.5
D,2019-09-24,09,960.3,957.7
D,2019-09-24,10,933.1,996.9
D,2019-09-24,11,961.3,1023.4
D,2019-09-24,12,994.5,1044.3
D,2019-09-24,13,984.9,1061.7
D,2019-09-24,14,1036.3,1079.1
D,2019-09-24,15,1054.9,1078.5
D,2019-09-24,16,1044.4,1080.4
D,2019-09-24,17,1043.0,1084.2
D,2019-09-24,18,1045.7,1066.2
D,2019-09-24,19,1063.8,1042.1
D,2019-09-24,20,1087.7,1038.0
D,2019-09-24,21,998.4,987.5
D,2019-09-24,22,910.3,907.1
D,2019-09-24,23,839.6,823.4
D,2019-09-24,24,725.6,748.3
D,2019-09-25,01,673.0,685.5
D,2019-09-25,02,674.5,656.2
D,2019-09-25,03,609.0,633.9
D,2019-09-25,04,622.0,624.1
D,2019-09-25,05,611.6,629.7
D,2019-09-25,06,679.2,675.7
D,2019-09-25,07,814.1,754.5
D,2019-09-25,08,855.0,812.0
D,2019-09-25,09,863.5,843.6
D,2019-09-25,10,862.2,871.1
D,2019-09-25,11,873.6,900.1
D,2019-09-25,12,862.9,918.4
D,2019-09-25,13,892.0,926.4
D,2019-09-25,14,919.4,946.4
D,2019-09-25,15,939.9,963.1
D,2019-09-25,16,935.6,976.1
D,2019-09-25,17,976.3,984.4
D,2019-09-25,18,982.3,979.4
D,2019-09-25,19,972.6,974.7
D,2019-09-25,20,1016.9,976.7
D,2019-09-25,21,931.5,929.9
D,2019-09-25,22,845.4,864.2
D,2019-09-25,23,755.3,786.5
D,2019-09-25,24,686.3,707.2
D,2019-09-26,01,639.4,664.8
D,2019-09-26,02,623.0,640.9
D,2019-09-26,03,549.7,622.4
D,2019-09-26,04,560.4,617.7
D,2019-09-26,05,577.6,629.3
D,2019-09-26,06,615.4,678.2
D,2019-09-26,07,796.7,767.0
D,2019-09-26,08,826.0,831.4
D,2019-09-26,09,816.4,866.4
D,2019-09-26,10,845.1,903.2
D,2019-09-26,11,880.5,949.6
D,2019-09-26,12,899.6,982.4
D,2019-09-26,13,938.1,997.8
D,2019-09-26,14,972.7,1019.3
D,2019-09-26,15,984.8,1023.7
D,2019-09-26,16,1021.3,1029.0
D,2019-09-26,17,1058.1,1034.6
D,2019-09-26,18,1081.7,1029.8
D,2019-09-26,19,1079.6,1020.6
D,2019-09-26,20,1072.6,985.7
D,2019-09-26,21,1003.0,938.4
D,2019-09-26,22,882.3,874.3
D,2019-09-26,23,770.7,805.8
D,2019-09-26,24,685.9,727.7
D,2019-09-27,01,661.7,672.7
D,2019-09-27,02,594.5,638.8
D,2019-09-27,03,565.4,619.5
D,2019-09-27,04,586.3,612.5
D,2019-09-27,05,575.0,622.8
D,2019-09-27,06,590.5,667.5
D,2019-09-27,07,768.9,746.8
D,2019-09-27,08,819.9,795.4
D,2019-09-27,09,824.9,829.2
D,2019-09-27,10,843.0,862.2
D,2019-09-27,11,845.7,889.7
D,2019-09-27,12,863.8,905.9
D,2019-09-27,13,842.4,914.7
D,2019-09-27,14,841.1,921.8
D,2019-09-27,15,884.3,935.2
D,2019-09-27,16,885.2,939.3
D,2019-09-27,17,906.8,943.4
D,2019-09-27,18,954.3,920.9
D,2019-09-27,19,941.0,914.7
D,2019-09-27,20,905.8,911.6
D,2019-09-27,21,879.4,867.2
D,2019-09-27,22,799.3,821.3
D,2019-09-27,23,730.7,755.2
D,2019-09-27,24,666.8,696.2
D,2019-09-28,01,637.4,646.0
D,2019-09-28,02,585.0,619.9
D,2019-09-28,03,594.7,602.8
D,2019-09-28,04,585.0,593.9
D,2019-09-28,05,572.7,594.9
D,2019-09-28,06,596.1,614.7
D,2019-09-28,07,637.5,644.3
D,2019-09-28,08,676.4,689.0
D,2019-09-28,09,721.3,754.3
D,2019-09-28,10,785.9,807.6
D,2019-09-28,11,797.1,834.3
D,2019-09-28,12,822.4,860.4
D,2019-09-28,13,831.5,869.0
D,2019-09-28,14,868.1,879.6
D,2019-09-28,15,851.6,889.8
D,2019-09-28,16,868.2,896.3
D,2019-09-28,17,937.5,907.9
D,2019-09-28,18,990.1,905.1
D,2019-09-28,19,1002.0,909.2
D,2019-09-28,20,992.2,918.3
D,2019-09-28,21,920.7,888.3
D,2019-09-28,22,877.9,846.1
D,2019-09-28,23,797.9,806.9
D,2019-09-28,24,753.2,756.6
D,2019-09-29,01,715.1,720.3
D,2019-09-29,02,688.0,687.5
D,2019-09-29,03,650.4,673.1
D,2019-09-29,04,639.9,657.9
D,2019-09-29,05,655.1,652.7
D,2019-09-29,06,677.8,659.7
D,2019-09-29,07,707.6,676.6
D,2019-09-29,08,732.1,711.2
D,2019-09-29,09,781.7,764.7
D,2019-09-29,10,816.0,812.4
D,2019-09-29,11,831.0,844.6
D,2019-09-29,12,847.2,869.2
D,2019-09-29,13,863.9,904.2
D,2019-09-29,14,873.4,918.0
D,2019-09-29,15,847.5,917.0
D,2019-09-29,16,856.9,924.3
D,2019-09-29,17,883.6,931.5
D,2019-09-29,18,928.0,930.5
D,2019-09-29,19,925.7,930.8
D,2019-09-29,20,937.6,934.2
D,2019-09-29,21,855.9,889.8
D,2019-09-29,22,804.8,823.8
D,2019-09-29,23,722.0,755.4
D,2019-09-29,24,675.4,684.4
D,2019-09-30,01,651.6,642.8
D,2019-09-30,02,599.1,614.8
D,2019-09-30,03,513.6,598.8
D,2019-09-30,04,507.1,595.5
D,2019-09-30,05,534.0,594.7
D,2019-09-30,06,608.8,646.1
D,2019-09-30,07,718.1,721.5
D,2019-09-30,08,797.6,778.1
D,2019-09-30,09,854.4,813.7
D,2019-09-30,10,878.1,839.8
D,2019-09-30,11,890.4,863.1
D,2019-09-30,12,902.0,877.5
D,2019-09-30,13,880.2,880.9
