C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4005_20190701_20190731.csv
C,Time period: 2019-07-01 to 2019-07-31
C,Location/Node: .Z.RHODEISLAND
C,Report generated 2020-05-10 09:32:56 EST
H,,,Day Ahead,Real Time
D,2019-07-03,22,1255.4,1218.4
D,2019-07-03,23,1149.2,1123.3
D,2019-07-03,24,1039.4,1024.1
D,2019-07-04,01,970.9,929.0
D,2019-07-04,02,903.9,858.9
D,2019-07-04,03,848.9,820.5
D,2019-07-04,04,810.4,791.8
D,2019-07-04,05,775.1,779.1
D,2019-07-04,06,776.6,772.0
D,2019-07-04,07,793.3,814.8
D,2019-07-04,08,881.0,897.1
D,2019-07-04,09,1003.3,1003.3
D,2019-07-04,10,1123.1,1111.0
D,2019-07-04,11,1207.8,1207.4
D,2019-07-04,12,1294.8,1284.8
D,2019-07-04,13,1346.1,1337.9
D,2019-07-04,14,1368.8,1364.9
D,2019-07-04,15,1389.6,1370.8
D,2019-07-04,16,1378.1,1359.8
D,2019-07-04,17,1369.9,1352.2
D,2019-07-04,18,1373.7,1340.8
D,2019-07-04,19,1316.0,1294.2
D,2019-07-04,20,1252.3,1236.2
D,2019-07-04,21,1236.4,1192.2
D,2019-07-04,22,1178.1,1150.5
D,2019-07-04,23,1101.6,1098.2
D,2019-07-04,24,1014.7,1011.9
D,2019-07-05,01,919.2,926.9
D,2019-07-05,02,874.0,863.6
D,2019-07-05,03,800.7,827.0
D,2019-07-05,04,772.8,797.2
D,2019-07-05,05,770.8,791.8
D,2019-07-05,06,785.1,799.7
D,2019-07-05,07,825.8,858.4
D,2019-07-05,08,932.3,954.5
D,2019-07-05,09,1013.9,1053.4
D,2019-07-05,10,1099.8,1139.1
D,2019-07-05,11,1208.1,1229.8
D,2019-07-05,12,1372.2,1289.4
D,2019-07-05,13,1327.6,1334.8
D,2019-07-05,14,1376.3,1375.0
D,2019-07-05,15,1411.2,1402.4
D,2019-07-05,16,1425.1,1421.2
D,2019-07-05,17,1399.8,1433.1
D,2019-07-05,18,1384.7,1423.7
D,2019-07-05,19,1357.5,1381.1
D,2019-07-05,20,1274.7,1309.2
D,2019-07-05,21,1341.3,1253.3
D,2019-07-05,22,1249.3,1212.0
D,2019-07-05,23,1150.5,1138.1
D,2019-07-05,24,1019.9,1055.5
D,2019-07-06,01,931.4,986.1
D,2019-07-06,02,895.1,933.8
D,2019-07-06,03,864.5,897.2
D,2019-07-06,04,832.8,881.5
D,2019-07-06,05,828.1,874.1
D,2019-07-06,06,819.4,876.3
D,2019-07-06,07,844.1,921.7
D,2019-07-06,08,929.8,994.6
D,2019-07-06,09,1065.8,1105.5
D,2019-07-06,10,1136.6,1214.7
D,2019-07-06,11,1209.8,1290.0
D,2019-07-06,12,1299.0,1366.3
D,2019-07-06,13,1388.1,1421.5
D,2019-07-06,14,1462.7,1468.5
D,2019-07-06,15,1479.2,1492.5
D,2019-07-06,16,1448.8,1508.4
D,2019-07-06,17,1437.8,1516.0
D,2019-07-06,18,1343.0,1484.6
D,2019-07-06,19,1319.7,1415.6
D,2019-07-06,20,1280.8,1327.8
D,2019-07-06,21,1264.9,1274.8
D,2019-07-06,22,1247.3,1220.6
D,2019-07-06,23,1131.3,1141.2
D,2019-07-06,24,1033.5,1049.0
D,2019-07-07,01,1078.2,972.7
D,2019-07-07,02,1009.3,917.6
D,2019-07-07,03,879.9,888.9
D,2019-07-07,04,863.6,868.4
D,2019-07-07,05,821.9,855.9
D,2019-07-07,06,805.4,845.1
D,2019-07-07,07,843.0,854.3
D,2019-07-07,08,931.3,873.8
D,2019-07-07,09,1003.6,921.2
D,2019-07-07,10,1063.9,977.5
D,2019-07-07,11,1098.3,1021.3
D,2019-07-07,12,1140.1,1046.9
D,2019-07-07,13,1109.5,1076.1
D,2019-07-07,14,1143.6,1103.8
D,2019-07-07,15,1130.8,1115.5
D,2019-07-07,16,1149.8,1147.5
D,2019-07-07,17,1157.0,1181.5
D,2019-07-07,18,1147.4,1201.7
D,2019-07-07,19,1131.7,1190.9
D,2019-07-07,20,1116.2,1144.9
D,2019-07-07,21,1122.8,1101.6
D,2019-07-07,22,1080.2,1059.3
D,2019-07-07,23,939.0,974.7
D,2019-07-07,24,859.6,874.9
D,2019-07-08,01,775.3,800.0
D,2019-07-08,02,741.1,760.7
D,2019-07-08,03,707.6,729.9
D,2019-07-08,04,690.7,714.5
D,2019-07-08,05,704.5,716.8
D,2019-07-08,06,730.3,739.9
D,2019-07-08,07,797.3,817.9
D,2019-07-08,08,901.2,900.8
D,2019-07-08,09,993.2,954.3
D,2019-07-08,10,1018.9,1003.1
D,2019-07-08,11,1127.8,1042.2
D,2019-07-08,12,1157.9,1072.9
D,2019-07-08,13,1190.4,1093.5
D,2019-07-08,14,1217.8,1147.5
D,2019-07-08,15,1239.2,1189.7
D,2019-07-08,16,1262.4,1225.1
D,2019-07-08,17,1270.9,1252.0
D,2019-07-08,18,1276.9,1265.6
D,2019-07-08,19,1234.3,1251.1
D,2019-07-08,20,1181.5,1196.7
D,2019-07-08,21,1152.9,1146.7
D,2019-07-08,22,1093.1,1094.4
D,2019-07-08,23,980.9,995.8
D,2019-07-08,24,868.7,892.6
D,2019-07-09,01,804.2,821.0
D,2019-07-09,02,749.1,774.6
D,2019-07-09,03,718.7,741.3
D,2019-07-09,04,714.7,728.5
D,2019-07-09,05,716.2,731.5
D,2019-07-09,06,743.8,756.1
D,2019-07-09,07,854.0,840.0
D,2019-07-09,08,949.3,943.4
D,2019-07-09,09,1007.8,1021.4
D,2019-07-09,10,1095.6,1097.9
D,2019-07-09,11,1168.4,1158.8
D,2019-07-09,12,1189.1,1217.4
D,2019-07-09,13,1222.4,1268.4
D,2019-07-09,14,1277.4,1321.4
D,2019-07-09,15,1345.3,1366.8
D,2019-07-09,16,1380.1,1393.3
D,2019-07-09,17,1395.2,1415.2
D,2019-07-09,18,1440.6,1422.7
D,2019-07-09,19,1396.4,1399.0
D,2019-07-09,20,1323.3,1337.1
D,2019-07-09,21,1295.4,1282.0
D,2019-07-09,22,1206.0,1222.9
D,2019-07-09,23,1100.8,1108.2
D,2019-07-09,24,1000.4,999.0
D,2019-07-10,01,928.9,908.0
D,2019-07-10,02,875.4,849.5
D,2019-07-10,03,824.7,814.8
D,2019-07-10,04,780.1,794.1
D,2019-07-10,05,782.3,789.2
D,2019-07-10,06,813.2,811.5
D,2019-07-10,07,923.7,891.4
D,2019-07-10,08,1048.8,994.8
D,2019-07-10,09,1115.6,1087.1
D,2019-07-10,10,1204.5,1174.4
D,2019-07-10,11,1299.7,1260.4
D,2019-07-10,12,1373.1,1330.3
D,2019-07-10,13,1440.2,1391.6
D,2019-07-10,14,1490.8,1446.3
D,2019-07-10,15,1528.0,1488.7
D,2019-07-10,16,1525.5,1507.1
D,2019-07-10,17,1533.8,1516.3
D,2019-07-10,18,1514.1,1504.9
D,2019-07-10,19,1469.8,1474.6
D,2019-07-10,20,1440.0,1410.4
D,2019-07-10,21,1374.9,1364.6
D,2019-07-10,22,1325.9,1304.1
D,2019-07-10,23,1175.2,1182.3
D,2019-07-10,24,1053.0,1060.7
D,2019-07-11,01,965.6,972.3
D,2019-07-11,02,925.8,911.2
D,2019-07-11,03,884.9,869.8
D,2019-07-11,04,847.0,851.3
D,2019-07-11,05,850.5,854.2
D,2019-07-11,06,873.3,885.2
D,2019-07-11,07,966.0,959.7
D,2019-07-11,08,1088.3,1045.6
D,2019-07-11,09,1157.0,1113.6
D,2019-07-11,10,1240.8,1179.0
D,2019-07-11,11,1346.1,1264.6
D,2019-07-11,12,1434.0,1336.9
D,2019-07-11,13,1493.5,1365.0
D,2019-07-11,14,1523.0,1355.5
D,2019-07-11,15,1525.1,1348.0
D,2019-07-11,16,1529.4,1344.3
D,2019-07-11,17,1524.6,1354.5
D,2019-07-11,18,1480.0,1332.5
D,2019-07-11,19,1424.2,1291.1
D,2019-07-11,20,1287.9,1254.6
D,2019-07-11,21,1293.3,1233.0
D,2019-07-11,22,1247.1,1185.5
D,2019-07-11,23,1126.2,1091.9
D,2019-07-11,24,997.2,1006.9
D,2019-07-12,01,892.1,929.9
D,2019-07-12,02,838.9,895.4
D,2019-07-12,03,863.7,867.1
D,2019-07-12,04,809.6,853.7
D,2019-07-12,05,848.6,862.1
D,2019-07-12,06,878.0,900.0
D,2019-07-12,07,931.4,969.8
D,2019-07-12,08,1035.9,1055.0
D,2019-07-12,09,1101.4,1123.0
D,2019-07-12,10,1193.1,1191.8
D,2019-07-12,11,1243.4,1258.6
D,2019-07-12,12,1320.6,1328.1
D,2019-07-12,13,1357.2,1383.1
D,2019-07-12,14,1395.7,1440.1
D,2019-07-12,15,1443.8,1499.2
D,2019-07-12,16,1458.0,1543.6
D,2019-07-12,17,1461.6,1544.4
D,2019-07-12,18,1430.1,1489.2
D,2019-07-12,19,1404.5,1453.2
D,2019-07-12,20,1358.1,1398.5
D,2019-07-12,21,1308.3,1346.6
D,2019-07-12,22,1244.6,1292.6
D,2019-07-12,23,1135.8,1179.7
D,2019-07-12,24,1046.7,1059.8
D,2019-07-13,01,947.1,964.4
D,2019-07-13,02,918.3,902.1
D,2019-07-13,03,865.3,869.6
D,2019-07-13,04,839.5,844.6
D,2019-07-13,05,818.6,834.9
D,2019-07-13,06,806.2,828.8
D,2019-07-13,07,824.6,866.6
D,2019-07-13,08,893.2,946.8
D,2019-07-13,09,998.9,1048.7
D,2019-07-13,10,1086.5,1137.4
D,2019-07-13,11,1174.7,1215.1
D,2019-07-13,12,1237.7,1273.0
D,2019-07-13,13,1313.4,1311.9
D,2019-07-13,14,1339.8,1339.0
D,2019-07-13,15,1379.3,1360.0
D,2019-07-13,16,1369.5,1377.7
D,2019-07-13,17,1412.5,1394.4
D,2019-07-13,18,1431.9,1399.9
D,2019-07-13,19,1361.2,1373.2
D,2019-07-13,20,1286.4,1311.2
D,2019-07-13,21,1279.3,1260.2
D,2019-07-13,22,1232.9,1213.7
D,2019-07-13,23,1109.6,1128.1
D,2019-07-13,24,1020.1,1033.9
D,2019-07-14,01,958.9,953.1
D,2019-07-14,02,928.2,895.9
D,2019-07-14,03,875.2,852.5
D,2019-07-14,04,820.5,829.9
D,2019-07-14,05,812.9,819.3
D,2019-07-14,06,805.5,809.3
D,2019-07-14,07,825.4,836.2
D,2019-07-14,08,878.5,911.5
D,2019-07-14,09,978.2,1021.4
D,2019-07-14,10,1086.8,1133.4
D,2019-07-14,11,1149.5,1239.9
D,2019-07-14,12,1227.8,1320.8
D,2019-07-14,13,1272.4,1383.0
D,2019-07-14,14,1298.5,1416.5
D,2019-07-14,15,1336.4,1434.9
D,2019-07-14,16,1350.4,1460.4
D,2019-07-14,17,1380.2,1481.6
D,2019-07-14,18,1402.8,1483.8
D,2019-07-14,19,1330.0,1432.8
D,2019-07-14,20,1283.0,1379.1
D,2019-07-14,21,1288.4,1340.0
D,2019-07-14,22,1226.0,1296.5
D,2019-07-14,23,1076.8,1184.3
D,2019-07-14,24,972.6,1070.1
D,2019-07-15,01,898.2,972.6
D,2019-07-15,02,842.0,905.4
D,2019-07-15,03,796.7,857.7
D,2019-07-15,04,771.3,830.6
D,2019-07-15,05,776.3,820.5
D,2019-07-15,06,804.0,840.1
D,2019-07-15,07,884.4,914.5
D,2019-07-15,08,1009.4,1026.6
D,2019-07-15,09,1086.0,1110.5
D,2019-07-15,10,1152.1,1163.6
D,2019-07-15,11,1249.1,1216.2
D,2019-07-15,12,1308.3,1255.0
D,2019-07-15,13,1319.0,1304.6
D,2019-07-15,14,1389.5,1344.9
D,2019-07-15,15,1424.9,1382.7
D,2019-07-15,16,1429.2,1420.0
D,2019-07-15,17,1428.9,1437.6
D,2019-07-15,18,1438.4,1434.8
D,2019-07-15,19,1386.7,1391.2
D,2019-07-15,20,1317.1,1334.7
D,2019-07-15,21,1309.9,1289.8
D,2019-07-15,22,1227.2,1234.1
D,2019-07-15,23,1087.9,1121.8
D,2019-07-15,24,976.7,1000.7
D,2019-07-16,01,890.9,908.6
D,2019-07-16,02,844.8,850.3
D,2019-07-16,03,794.7,813.8
D,2019-07-16,04,778.0,789.6
D,2019-07-16,05,786.0,787.5
D,2019-07-16,06,805.9,814.8
D,2019-07-16,07,922.7,877.1
D,2019-07-16,08,1041.8,974.7
D,2019-07-16,09,1117.5,1059.4
D,2019-07-16,10,1198.4,1141.0
D,2019-07-16,11,1294.6,1206.6
D,2019-07-16,12,1388.0,1266.9
D,2019-07-16,13,1441.2,1321.4
D,2019-07-16,14,1459.8,1383.4
D,2019-07-16,15,1529.5,1437.2
D,2019-07-16,16,1508.6,1467.8
D,2019-07-16,17,1550.4,1487.6
D,2019-07-16,18,1535.7,1490.3
D,2019-07-16,19,1480.1,1466.5
D,2019-07-16,20,1410.1,1415.8
D,2019-07-16,21,1393.9,1378.7
D,2019-07-16,22,1337.1,1322.8
D,2019-07-16,23,1182.9,1214.1
D,2019-07-16,24,1073.2,1097.1
D,2019-07-17,01,1020.3,1016.8
D,2019-07-17,02,939.2,965.5
D,2019-07-17,03,918.0,934.3
D,2019-07-17,04,869.8,917.5
D,2019-07-17,05,874.9,924.9
D,2019-07-17,06,922.4,946.4
D,2019-07-17,07,1038.8,1040.0
D,2019-07-17,08,1214.5,1162.1
D,2019-07-17,09,1304.2,1245.0
D,2019-07-17,10,1377.3,1302.9
D,2019-07-17,11,1438.2,1376.4
D,2019-07-17,12,1506.4,1444.8
D,2019-07-17,13,1579.4,1512.8
D,2019-07-17,14,1616.7,1591.1
D,2019-07-17,15,1686.3,1648.6
D,2019-07-17,16,1676.5,1669.5
D,2019-07-17,17,1640.5,1659.2
D,2019-07-17,18,1647.7,1609.8
D,2019-07-17,19,1572.3,1541.7
D,2019-07-17,20,1518.2,1454.9
D,2019-07-17,21,1443.3,1390.1
D,2019-07-17,22,1399.0,1323.7
D,2019-07-17,23,1287.3,1219.7
D,2019-07-17,24,1110.9,1111.8
D,2019-07-18,01,1045.8,1020.9
D,2019-07-18,02,973.7,961.4
D,2019-07-18,03,943.6,935.2
D,2019-07-18,04,923.9,914.2
D,2019-07-18,05,878.2,913.7
D,2019-07-18,06,915.8,943.4
D,2019-07-18,07,1010.3,1022.6
D,2019-07-18,08,1121.6,1113.8
D,2019-07-18,09,1172.5,1180.3
D,2019-07-18,10,1205.5,1209.1
D,2019-07-18,11,1215.7,1209.6
D,2019-07-18,12,1218.9,1191.3
D,2019-07-18,13,1176.4,1166.4
D,2019-07-18,14,1206.6,1162.9
D,2019-07-18,15,1205.6,1155.1
D,2019-07-18,16,1231.4,1140.3
D,2019-07-18,17,1232.3,1141.3
D,2019-07-18,18,1227.5,1129.1
D,2019-07-18,19,1194.0,1107.6
D,2019-07-18,20,1171.3,1075.4
D,2019-07-18,21,1148.3,1059.1
D,2019-07-18,22,1097.7,1017.1
D,2019-07-18,23,992.4,948.9
D,2019-07-18,24,904.7,867.7
D,2019-07-19,01,831.3,813.3
D,2019-07-19,02,805.4,772.2
D,2019-07-19,03,773.8,750.3
D,2019-07-19,04,744.0,741.1
D,2019-07-19,05,767.1,748.4
D,2019-07-19,06,793.4,786.3
D,2019-07-19,07,869.4,857.9
D,2019-07-19,08,987.2,949.3
D,2019-07-19,09,1054.5,1017.6
D,2019-07-19,10,1151.9,1071.1
D,2019-07-19,11,1233.8,1159.5
D,2019-07-19,12,1325.5,1254.3
D,2019-07-19,13,1407.2,1337.2
D,2019-07-19,14,1517.7,1425.6
D,2019-07-19,15,1761.3,1497.3
D,2019-07-19,16,1799.8,1553.4
D,2019-07-19,17,1790.5,1580.9
D,2019-07-19,18,1752.7,1577.4
D,2019-07-19,19,1695.9,1549.1
D,2019-07-19,20,1661.0,1489.8
D,2019-07-19,21,1596.9,1447.5
D,2019-07-19,22,1437.7,1397.3
D,2019-07-19,23,1308.5,1299.1
D,2019-07-19,24,1175.1,1195.5
D,2019-07-20,01,1064.6,1111.8
D,2019-07-20,02,1000.5,1056.2
D,2019-07-20,03,962.6,1014.2
D,2019-07-20,04,935.6,990.2
D,2019-07-20,05,907.3,979.6
D,2019-07-20,06,907.6,985.7
D,2019-07-20,07,960.9,1047.3
D,2019-07-20,08,1066.3,1155.7
D,2019-07-20,09,1204.7,1299.3
D,2019-07-20,10,1330.6,1438.4
D,2019-07-20,11,1453.4,1548.8
D,2019-07-20,12,1544.1,1637.4
D,2019-07-20,13,1662.7,1689.9
D,2019-07-20,14,1681.2,1712.8
D,2019-07-20,15,1868.7,1728.9
D,2019-07-20,16,1887.5,1735.3
D,2019-07-20,17,1925.4,1755.0
D,2019-07-20,18,1951.6,1746.2
D,2019-07-20,19,1827.9,1709.6
D,2019-07-20,20,1730.1,1666.1
D,2019-07-20,21,1672.8,1626.0
D,2019-07-20,22,1481.2,1565.9
D,2019-07-20,23,1385.8,1458.0
D,2019-07-20,24,1254.6,1349.5
D,2019-07-21,01,1153.6,1259.8
D,2019-07-21,02,1092.5,1190.9
D,2019-07-21,03,996.9,1136.1
D,2019-07-21,04,939.9,1086.9
D,2019-07-21,05,926.5,1057.6
D,2019-07-21,06,927.4,1032.3
D,2019-07-21,07,981.4,1065.0
D,2019-07-21,08,1095.2,1169.5
D,2019-07-21,09,1248.9,1303.5
D,2019-07-21,10,1394.2,1424.1
D,2019-07-21,11,1509.7,1455.7
D,2019-07-21,12,1583.4,1484.6
D,2019-07-21,13,1658.3,1536.6
D,2019-07-21,14,1714.5,1621.6
D,2019-07-21,15,1912.2,1679.1
D,2019-07-21,16,1922.2,1715.8
D,2019-07-21,17,1932.0,1748.2
D,2019-07-21,18,1893.3,1762.9
D,2019-07-21,19,1849.4,1736.6
D,2019-07-21,20,1772.7,1682.1
D,2019-07-21,21,1739.1,1630.8
D,2019-07-21,22,1515.9,1556.3
D,2019-07-21,23,1389.3,1431.2
D,2019-07-21,24,1207.8,1300.4
D,2019-07-22,01,1129.2,1197.6
D,2019-07-22,02,1079.0,1119.1
D,2019-07-22,03,1017.4,1063.9
D,2019-07-22,04,990.2,1032.3
D,2019-07-22,05,960.6,1018.6
D,2019-07-22,06,998.6,1029.3
D,2019-07-22,07,1067.4,1096.6
D,2019-07-22,08,1216.1,1207.1
D,2019-07-22,09,1308.5,1294.2
D,2019-07-22,10,1372.9,1366.5
D,2019-07-22,11,1448.8,1450.2
D,2019-07-22,12,1457.7,1476.5
D,2019-07-22,13,1471.2,1466.3
D,2019-07-22,14,1529.2,1478.5
D,2019-07-22,15,1653.1,1474.9
D,2019-07-22,16,1619.3,1472.3
D,2019-07-22,17,1591.0,1455.4
D,2019-07-22,18,1575.9,1421.7
D,2019-07-22,19,1506.4,1384.3
D,2019-07-22,20,1458.0,1341.8
D,2019-07-22,21,1407.5,1261.6
D,2019-07-22,22,1225.1,1175.8
D,2019-07-22,23,1124.5,1099.3
D,2019-07-22,24,1004.6,1015.0
D,2019-07-23,01,926.2,942.4
D,2019-07-23,02,873.4,896.3
D,2019-07-23,03,835.1,863.8
D,2019-07-23,04,801.9,844.0
D,2019-07-23,05,814.8,845.4
D,2019-07-23,06,837.1,869.9
D,2019-07-23,07,908.9,931.2
D,2019-07-23,08,993.2,1003.5
D,2019-07-23,09,1030.4,1039.2
D,2019-07-23,10,1042.8,1055.6
D,2019-07-23,11,1069.6,1069.6
D,2019-07-23,12,1087.2,1073.0
D,2019-07-23,13,1103.2,1069.8
D,2019-07-23,14,1101.2,1052.5
D,2019-07-23,15,1107.9,1043.6
D,2019-07-23,16,1117.4,1043.9
D,2019-07-23,17,1133.2,1048.3
D,2019-07-23,18,1143.2,1048.5
D,2019-07-23,19,1104.2,1041.5
D,2019-07-23,20,1081.6,1024.5
D,2019-07-23,21,1060.8,1019.8
D,2019-07-23,22,1019.0,993.0
D,2019-07-23,23,940.3,908.3
D,2019-07-23,24,849.6,850.0
D,2019-07-24,01,772.8,776.2
D,2019-07-24,02,696.5,751.4
D,2019-07-24,03,677.2,730.5
D,2019-07-24,04,657.8,720.8
D,2019-07-24,05,677.2,728.4
D,2019-07-24,06,694.5,768.0
D,2019-07-24,07,744.0,842.5
D,2019-07-24,08,864.1,921.3
D,2019-07-24,09,945.5,973.5
D,2019-07-24,10,994.9,1016.2
D,2019-07-24,11,1073.7,1046.4
D,2019-07-24,12,1111.6,1086.4
D,2019-07-24,13,1138.8,1119.9
D,2019-07-24,14,1173.5,1171.6
D,2019-07-24,15,1209.4,1215.3
D,2019-07-24,16,1216.9,1251.4
D,2019-07-24,17,1254.9,1278.0
D,2019-07-24,18,1289.8,1263.0
D,2019-07-24,19,1240.9,1233.2
D,2019-07-24,20,1192.8,1186.5
D,2019-07-24,21,1152.2,1148.5
D,2019-07-24,22,1172.8,1094.5
D,2019-07-24,23,978.4,998.9
D,2019-07-24,24,860.7,905.4
D,2019-07-25,01,818.1,834.7
D,2019-07-25,02,767.5,789.2
D,2019-07-25,03,684.3,757.9
D,2019-07-25,04,688.6,744.4
D,2019-07-25,05,696.4,746.8
D,2019-07-25,06,695.5,779.5
D,2019-07-25,07,838.6,845.5
D,2019-07-25,08,922.1,924.4
D,2019-07-25,09,966.5,1003.5
D,2019-07-25,10,1042.9,1073.0
D,2019-07-25,11,1104.3,1134.6
D,2019-07-25,12,1160.6,1184.3
D,2019-07-25,13,1165.8,1223.5
D,2019-07-25,14,1197.2,1268.3
D,2019-07-25,15,1259.1,1299.4
D,2019-07-25,16,1284.7,1315.0
D,2019-07-25,17,1302.8,1317.9
D,2019-07-25,18,1281.5,1298.3
D,2019-07-25,19,1261.7,1269.8
D,2019-07-25,20,1219.8,1208.0
D,2019-07-25,21,1175.4,1171.5
D,2019-07-25,22,1134.2,1117.8
D,2019-07-25,23,1027.4,1022.3
D,2019-07-25,24,933.7,929.8
D,2019-07-26,01,849.7,844.7
D,2019-07-26,02,791.3,804.0
D,2019-07-26,03,769.6,774.4
D,2019-07-26,04,746.6,752.7
D,2019-07-26,05,729.8,756.7
D,2019-07-26,06,758.9,777.2
D,2019-07-26,07,833.9,851.9
D,2019-07-26,08,947.1,952.4
D,2019-07-26,09,1023.9,1029.5
D,2019-07-26,10,1073.5,1112.7
D,2019-07-26,11,1159.9,1184.6
D,2019-07-26,12,1230.1,1249.0
D,2019-07-26,13,1270.1,1290.5
D,2019-07-26,14,1320.6,1345.7
D,2019-07-26,15,1421.2,1375.3
D,2019-07-26,16,1434.6,1399.7
D,2019-07-26,17,1423.1,1402.4
D,2019-07-26,18,1412.7,1382.5
D,2019-07-26,19,1364.0,1328.1
D,2019-07-26,20,1301.1,1250.0
D,2019-07-26,21,1295.7,1198.6
D,2019-07-26,22,1255.2,1143.0
D,2019-07-26,23,1138.9,1048.8
D,2019-07-26,24,1037.0,957.2
D,2019-07-27,01,891.9,876.2
D,2019-07-27,02,850.1,827.5
D,2019-07-27,03,801.9,790.8
D,2019-07-27,04,781.1,765.1
D,2019-07-27,05,752.1,755.9
D,2019-07-27,06,757.7,757.0
D,2019-07-27,07,781.3,786.4
D,2019-07-27,08,836.8,853.6
D,2019-07-27,09,939.6,936.8
D,2019-07-27,10,1014.4,1011.8
D,2019-07-27,11,1056.9,1067.0
D,2019-07-27,12,1097.6,1111.4
D,2019-07-27,13,1122.2,1142.0
D,2019-07-27,14,1134.6,1165.2
D,2019-07-27,15,1146.0,1190.1
D,2019-07-27,16,1198.9,1206.7
D,2019-07-27,17,1221.2,1214.3
D,2019-07-27,18,1234.9,1211.3
D,2019-07-27,19,1155.9,1171.3
D,2019-07-27,20,1130.8,1112.3
D,2019-07-27,21,1122.0,1080.6
D,2019-07-27,22,1085.8,1043.0
D,2019-07-27,23,989.5,977.4
D,2019-07-27,24,902.9,896.3
D,2019-07-28,01,881.4,834.1
D,2019-07-28,02,835.3,778.8
D,2019-07-28,03,793.8,756.8
D,2019-07-28,04,760.3,740.2
D,2019-07-28,05,714.6,730.9
D,2019-07-28,06,671.4,728.6
D,2019-07-28,07,730.4,755.3
D,2019-07-28,08,776.1,829.8
D,2019-07-28,09,924.8,933.0
D,2019-07-28,10,1018.0,1029.8
D,2019-07-28,11,1091.2,1132.9
D,2019-07-28,12,1157.8,1230.8
D,2019-07-28,13,1207.3,1314.5
D,2019-07-28,14,1245.3,1371.3
D,2019-07-28,15,1325.7,1405.4
D,2019-07-28,16,1376.5,1439.7
D,2019-07-28,17,1409.7,1462.6
D,2019-07-28,18,1404.2,1472.8
D,2019-07-28,19,1364.2,1442.0
D,2019-07-28,20,1349.1,1389.8
D,2019-07-28,21,1328.6,1361.5
D,2019-07-28,22,1300.0,1304.7
D,2019-07-28,23,1168.9,1202.2
D,2019-07-28,24,1054.6,1097.3
D,2019-07-29,01,996.2,1021.2
