C,Load Hourly Data for Day-ahead and Real-time
C,Filename: OI_darthrmwh_iso_4005_20190601_20190630.csv
C,Time period: 2019-06-01 to 2019-06-30
C,Location/Node: .Z.RHODEISLAND
C,Report generated 2020-05-10 09:32:38 EST
H,,,Day Ahead,Real Time
D,2019-06-08,10,807.5,823.5
D,2019-06-08,11,853.2,850.9
D,2019-06-08,12,869.7,872.2
D,2019-06-08,13,891.3,881.7
D,2019-06-08,14,907.3,903.0
D,2019-06-08,15,939.3,915.1
D,2019-06-08,16,916.1,927.9
D,2019-06-08,17,905.5,945.0
D,2019-06-08,18,874.4,946.0
D,2019-06-08,19,865.2,925.0
D,2019-06-08,20,897.2,887.0
D,2019-06-08,21,923.3,861.8
D,2019-06-08,22,838.4,837.0
D,2019-06-08,23,763.8,767.0
D,2019-06-08,24,701.6,703.0
D,2019-06-09,01,666.4,641.4
D,2019-06-09,02,541.9,613.5
D,2019-06-09,03,513.5,589.7
D,2019-06-09,04,499.7,576.0
D,2019-06-09,05,492.6,571.6
D,2019-06-09,06,491.6,565.7
D,2019-06-09,07,515.7,592.5
D,2019-06-09,08,596.5,644.0
D,2019-06-09,09,613.6,706.8
D,2019-06-09,10,650.6,756.1
D,2019-06-09,11,674.4,782.8
D,2019-06-09,12,729.9,801.8
D,2019-06-09,13,734.5,819.1
D,2019-06-09,14,751.8,825.9
D,2019-06-09,15,785.4,830.1
D,2019-06-09,16,888.3,841.2
D,2019-06-09,17,822.5,860.6
D,2019-06-09,18,838.3,878.3
D,2019-06-09,19,865.2,878.2
D,2019-06-09,20,899.8,857.2
D,2019-06-09,21,919.1,854.1
D,2019-06-09,22,867.8,821.1
D,2019-06-09,23,745.9,747.3
D,2019-06-09,24,677.0,680.5
D,2019-06-10,01,608.2,622.9
D,2019-06-10,02,516.6,599.9
D,2019-06-10,03,513.7,582.1
D,2019-06-10,04,543.6,575.8
D,2019-06-10,05,495.3,588.4
D,2019-06-10,06,576.9,625.1
D,2019-06-10,07,683.3,721.6
D,2019-06-10,08,800.8,810.8
D,2019-06-10,09,870.0,851.4
D,2019-06-10,10,910.5,889.3
D,2019-06-10,11,963.9,921.7
D,2019-06-10,12,983.7,943.1
D,2019-06-10,13,974.7,955.8
D,2019-06-10,14,981.2,981.3
D,2019-06-10,15,1009.7,1007.1
D,2019-06-10,16,1011.7,1022.8
D,2019-06-10,17,1014.2,1007.9
D,2019-06-10,18,980.4,1004.1
D,2019-06-10,19,947.3,1007.7
D,2019-06-10,20,950.3,988.5
D,2019-06-10,21,960.2,975.3
D,2019-06-10,22,906.1,927.2
D,2019-06-10,23,790.0,840.3
D,2019-06-10,24,682.2,775.0
D,2019-06-11,01,685.8,723.9
D,2019-06-11,02,680.1,691.5
D,2019-06-11,03,655.3,667.3
D,2019-06-11,04,646.1,660.2
D,2019-06-11,05,665.1,685.3
D,2019-06-11,06,676.2,723.0
D,2019-06-11,07,812.1,807.1
D,2019-06-11,08,915.0,886.8
D,2019-06-11,09,953.9,934.9
D,2019-06-11,10,950.6,979.1
D,2019-06-11,11,929.8,1002.4
D,2019-06-11,12,958.9,995.6
D,2019-06-11,13,968.6,998.7
D,2019-06-11,14,1026.4,1006.6
D,2019-06-11,15,999.2,1000.7
D,2019-06-11,16,973.7,1000.4
D,2019-06-11,17,1031.4,1025.1
D,2019-06-11,18,1070.3,1026.8
D,2019-06-11,19,1081.0,1012.3
D,2019-06-11,20,1030.0,985.2
D,2019-06-11,21,1042.4,960.0
D,2019-06-11,22,948.7,913.3
D,2019-06-11,23,838.6,817.6
D,2019-06-11,24,745.4,742.6
D,2019-06-12,01,667.0,679.4
D,2019-06-12,02,604.9,641.6
D,2019-06-12,03,599.6,621.1
D,2019-06-12,04,608.0,611.4
D,2019-06-12,05,592.0,624.4
D,2019-06-12,06,622.5,655.8
D,2019-06-12,07,768.5,734.8
D,2019-06-12,08,902.9,808.4
D,2019-06-12,09,904.6,860.0
D,2019-06-12,10,901.7,889.5
D,2019-06-12,11,929.4,916.0
D,2019-06-12,12,953.7,937.9
D,2019-06-12,13,939.5,955.8
D,2019-06-12,14,940.1,975.7
D,2019-06-12,15,957.3,990.7
D,2019-06-12,16,926.2,995.4
D,2019-06-12,17,930.3,996.4
D,2019-06-12,18,960.3,988.9
D,2019-06-12,19,989.7,969.3
D,2019-06-12,20,967.4,936.1
D,2019-06-12,21,957.6,914.5
D,2019-06-12,22,906.0,874.9
D,2019-06-12,23,800.6,787.3
D,2019-06-12,24,726.2,711.1
D,2019-06-13,01,639.7,648.8
D,2019-06-13,02,587.7,622.6
D,2019-06-13,03,569.5,605.1
D,2019-06-13,04,583.8,595.9
D,2019-06-13,05,582.6,608.7
D,2019-06-13,06,625.9,642.6
D,2019-06-13,07,716.4,725.6
D,2019-06-13,08,763.8,798.3
D,2019-06-13,09,833.0,834.3
D,2019-06-13,10,866.9,858.6
D,2019-06-13,11,881.9,878.6
D,2019-06-13,12,867.2,897.7
D,2019-06-13,13,845.8,898.7
D,2019-06-13,14,843.3,895.4
D,2019-06-13,15,857.3,889.1
D,2019-06-13,16,853.3,874.1
D,2019-06-13,17,884.7,871.3
D,2019-06-13,18,891.2,873.0
D,2019-06-13,19,889.7,871.6
D,2019-06-13,20,912.0,849.7
D,2019-06-13,21,893.5,843.9
D,2019-06-13,22,864.7,808.7
D,2019-06-13,23,735.3,733.5
D,2019-06-13,24,666.1,680.4
D,2019-06-14,01,672.0,630.8
D,2019-06-14,02,570.5,600.0
D,2019-06-14,03,562.7,586.6
D,2019-06-14,04,581.6,584.6
D,2019-06-14,05,569.9,600.5
D,2019-06-14,06,606.1,638.0
D,2019-06-14,07,764.6,713.2
D,2019-06-14,08,856.4,784.4
D,2019-06-14,09,864.3,826.2
D,2019-06-14,10,883.0,863.9
D,2019-06-14,11,911.1,881.1
D,2019-06-14,12,932.2,902.8
D,2019-06-14,13,921.5,906.9
D,2019-06-14,14,935.3,914.6
D,2019-06-14,15,878.9,905.0
D,2019-06-14,16,919.2,901.2
D,2019-06-14,17,951.7,897.1
D,2019-06-14,18,947.2,881.6
D,2019-06-14,19,935.0,869.9
D,2019-06-14,20,925.6,848.2
D,2019-06-14,21,923.8,841.9
D,2019-06-14,22,877.3,822.7
D,2019-06-14,23,784.1,763.7
D,2019-06-14,24,661.3,688.9
D,2019-06-15,01,659.2,641.9
D,2019-06-15,02,621.1,610.6
D,2019-06-15,03,601.4,590.4
D,2019-06-15,04,590.9,580.6
D,2019-06-15,05,580.8,579.4
D,2019-06-15,06,588.8,581.4
D,2019-06-15,07,621.3,623.5
D,2019-06-15,08,677.2,684.5
D,2019-06-15,09,753.8,753.2
D,2019-06-15,10,797.7,796.7
D,2019-06-15,11,832.2,824.4
D,2019-06-15,12,844.1,851.2
D,2019-06-15,13,854.3,847.6
D,2019-06-15,14,876.6,856.8
D,2019-06-15,15,882.3,862.9
D,2019-06-15,16,898.2,861.9
D,2019-06-15,17,924.3,881.8
D,2019-06-15,18,971.0,886.9
D,2019-06-15,19,960.3,875.5
D,2019-06-15,20,928.1,851.0
D,2019-06-15,21,940.5,843.5
D,2019-06-15,22,887.0,825.9
D,2019-06-15,23,807.9,768.8
D,2019-06-15,24,734.3,718.5
D,2019-06-16,01,709.7,670.9
D,2019-06-16,02,670.0,633.7
D,2019-06-16,03,654.3,625.2
D,2019-06-16,04,635.6,612.5
D,2019-06-16,05,633.9,608.6
D,2019-06-16,06,623.3,606.2
D,2019-06-16,07,640.6,627.8
D,2019-06-16,08,707.9,675.1
D,2019-06-16,09,773.7,730.5
D,2019-06-16,10,828.1,784.9
D,2019-06-16,11,860.8,823.3
D,2019-06-16,12,868.8,847.7
D,2019-06-16,13,878.6,856.9
D,2019-06-16,14,894.0,863.5
D,2019-06-16,15,896.3,855.1
D,2019-06-16,16,871.7,853.0
D,2019-06-16,17,890.7,859.4
D,2019-06-16,18,929.4,867.3
D,2019-06-16,19,926.2,870.9
D,2019-06-16,20,937.9,870.7
D,2019-06-16,21,957.1,872.9
D,2019-06-16,22,916.5,842.3
D,2019-06-16,23,808.6,780.8
D,2019-06-16,24,702.0,720.7
D,2019-06-17,01,699.0,672.3
D,2019-06-17,02,680.0,646.3
D,2019-06-17,03,652.1,632.8
D,2019-06-17,04,645.9,627.2
D,2019-06-17,05,659.0,641.8
D,2019-06-17,06,693.7,677.2
D,2019-06-17,07,780.8,772.2
D,2019-06-17,08,886.6,867.4
D,2019-06-17,09,943.7,919.8
D,2019-06-17,10,984.6,971.3
D,2019-06-17,11,1039.6,1016.9
D,2019-06-17,12,1057.5,1042.9
D,2019-06-17,13,1075.7,1051.2
D,2019-06-17,14,1081.6,1073.9
D,2019-06-17,15,1135.9,1083.6
D,2019-06-17,16,1156.3,1083.7
D,2019-06-17,17,1155.2,1072.1
D,2019-06-17,18,1146.8,1059.3
D,2019-06-17,19,1126.6,1045.2
D,2019-06-17,20,1099.1,1021.8
D,2019-06-17,21,1092.3,1005.4
D,2019-06-17,22,1009.1,970.4
D,2019-06-17,23,890.5,880.3
D,2019-06-17,24,805.7,800.6
D,2019-06-18,01,709.7,735.7
D,2019-06-18,02,680.7,697.5
D,2019-06-18,03,611.6,678.5
D,2019-06-18,04,603.7,669.5
D,2019-06-18,05,618.8,678.1
D,2019-06-18,06,695.3,714.7
D,2019-06-18,07,795.8,788.6
D,2019-06-18,08,893.8,869.8
D,2019-06-18,09,955.9,924.8
D,2019-06-18,10,957.6,967.5
D,2019-06-18,11,984.5,996.4
D,2019-06-18,12,978.2,1025.7
D,2019-06-18,13,994.5,1025.8
D,2019-06-18,14,987.1,1019.2
D,2019-06-18,15,1000.3,1005.1
D,2019-06-18,16,1021.6,993.9
D,2019-06-18,17,1022.1,988.1
D,2019-06-18,18,1036.4,980.7
D,2019-06-18,19,1042.9,972.9
D,2019-06-18,20,1005.6,960.3
D,2019-06-18,21,1001.6,940.9
D,2019-06-18,22,946.0,902.7
D,2019-06-18,23,826.3,827.0
D,2019-06-18,24,741.3,761.1
D,2019-06-19,01,677.9,710.2
D,2019-06-19,02,604.1,677.6
D,2019-06-19,03,575.4,660.9
D,2019-06-19,04,603.2,654.4
D,2019-06-19,05,584.3,669.3
D,2019-06-19,06,666.9,708.2
D,2019-06-19,07,796.2,783.1
D,2019-06-19,08,910.3,866.9
D,2019-06-19,09,923.8,923.0
D,2019-06-19,10,918.4,965.8
D,2019-06-19,11,943.1,999.2
D,2019-06-19,12,963.4,1019.8
D,2019-06-19,13,970.8,1032.8
D,2019-06-19,14,997.6,1052.1
D,2019-06-19,15,967.7,1057.4
D,2019-06-19,16,975.4,1051.5
D,2019-06-19,17,983.4,1041.7
D,2019-06-19,18,986.4,1028.1
D,2019-06-19,19,986.6,1008.3
D,2019-06-19,20,969.7,985.0
D,2019-06-19,21,962.4,973.7
D,2019-06-19,22,911.3,936.8
D,2019-06-19,23,820.3,852.8
D,2019-06-19,24,734.6,774.3
D,2019-06-20,01,701.2,714.9
D,2019-06-20,02,680.4,678.3
D,2019-06-20,03,660.6,661.0
D,2019-06-20,04,660.6,653.3
D,2019-06-20,05,664.8,665.5
D,2019-06-20,06,694.2,697.1
D,2019-06-20,07,827.5,766.0
D,2019-06-20,08,898.7,847.2
D,2019-06-20,09,968.4,904.6
D,2019-06-20,10,1009.9,950.6
D,2019-06-20,11,1009.1,982.5
D,2019-06-20,12,990.3,1001.1
D,2019-06-20,13,1018.8,1002.5
D,2019-06-20,14,1014.0,1005.2
D,2019-06-20,15,1015.4,1001.1
D,2019-06-20,16,1009.1,986.7
D,2019-06-20,17,1061.5,986.9
D,2019-06-20,18,1038.2,982.2
D,2019-06-20,19,1001.7,982.0
D,2019-06-20,20,1034.8,965.3
D,2019-06-20,21,989.3,960.3
D,2019-06-20,22,941.6,931.8
D,2019-06-20,23,836.3,861.4
D,2019-06-20,24,747.1,790.0
D,2019-06-21,01,746.1,727.6
D,2019-06-21,02,723.8,694.0
D,2019-06-21,03,691.2,675.8
D,2019-06-21,04,682.0,672.7
D,2019-06-21,05,687.5,684.0
D,2019-06-21,06,716.5,714.1
D,2019-06-21,07,823.3,779.7
D,2019-06-21,08,1022.0,847.2
D,2019-06-21,09,1072.9,902.4
D,2019-06-21,10,1111.5,941.8
D,2019-06-21,11,1124.6,965.2
D,2019-06-21,12,1037.7,990.6
D,2019-06-21,13,1006.8,990.8
D,2019-06-21,14,1013.4,1000.0
D,2019-06-21,15,1021.1,1001.0
D,2019-06-21,16,998.4,980.3
D,2019-06-21,17,1009.6,962.8
D,2019-06-21,18,1012.1,939.2
D,2019-06-21,19,999.5,917.3
D,2019-06-21,20,966.5,902.3
D,2019-06-21,21,998.3,898.9
D,2019-06-21,22,930.6,884.1
D,2019-06-21,23,832.7,824.8
D,2019-06-21,24,759.9,741.8
D,2019-06-22,01,723.2,681.6
D,2019-06-22,02,684.6,636.6
D,2019-06-22,03,674.6,624.6
D,2019-06-22,04,617.9,611.1
D,2019-06-22,05,595.4,609.4
D,2019-06-22,06,610.9,610.3
D,2019-06-22,07,653.6,647.3
D,2019-06-22,08,702.0,704.2
D,2019-06-22,09,776.0,765.9
D,2019-06-22,10,833.7,814.9
D,2019-06-22,11,869.3,857.0
D,2019-06-22,12,906.9,892.1
D,2019-06-22,13,923.3,897.1
D,2019-06-22,14,919.7,920.0
D,2019-06-22,15,925.5,932.7
D,2019-06-22,16,958.0,915.2
D,2019-06-22,17,953.7,905.8
D,2019-06-22,18,968.6,896.6
D,2019-06-22,19,954.9,891.1
D,2019-06-22,20,942.9,872.5
D,2019-06-22,21,920.5,863.4
D,2019-06-22,22,885.3,849.6
D,2019-06-22,23,818.6,796.3
D,2019-06-22,24,759.4,722.6
D,2019-06-23,01,662.7,664.7
D,2019-06-23,02,564.4,629.8
D,2019-06-23,03,542.1,606.6
D,2019-06-23,04,530.8,593.9
D,2019-06-23,05,528.8,589.9
D,2019-06-23,06,573.1,582.4
D,2019-06-23,07,533.4,611.1
D,2019-06-23,08,558.3,661.3
D,2019-06-23,09,675.5,724.3
D,2019-06-23,10,724.0,784.1
D,2019-06-23,11,776.0,832.9
D,2019-06-23,12,831.6,870.8
D,2019-06-23,13,868.7,904.6
D,2019-06-23,14,902.5,915.8
D,2019-06-23,15,968.6,939.4
D,2019-06-23,16,1002.6,974.2
D,2019-06-23,17,1056.9,1009.2
D,2019-06-23,18,1098.5,1038.5
D,2019-06-23,19,1082.9,1034.1
D,2019-06-23,20,1028.6,1014.8
D,2019-06-23,21,1015.3,996.6
D,2019-06-23,22,975.6,964.1
D,2019-06-23,23,889.6,888.2
D,2019-06-23,24,806.2,808.0
D,2019-06-24,01,766.9,739.0
D,2019-06-24,02,715.5,703.6
D,2019-06-24,03,708.8,676.6
D,2019-06-24,04,694.9,662.4
D,2019-06-24,05,683.0,666.2
D,2019-06-24,06,695.1,696.5
D,2019-06-24,07,788.1,785.0
D,2019-06-24,08,896.6,879.4
D,2019-06-24,09,980.3,952.9
D,2019-06-24,10,1022.9,1016.8
D,2019-06-24,11,1084.0,1073.7
D,2019-06-24,12,1135.6,1115.8
D,2019-06-24,13,1139.1,1150.7
D,2019-06-24,14,1148.8,1190.7
D,2019-06-24,15,1139.7,1220.0
D,2019-06-24,16,1135.1,1243.3
D,2019-06-24,17,1163.1,1240.7
D,2019-06-24,18,1152.7,1229.8
D,2019-06-24,19,1102.6,1193.1
D,2019-06-24,20,1082.8,1159.4
D,2019-06-24,21,1067.0,1131.6
D,2019-06-24,22,1007.6,1079.1
D,2019-06-24,23,925.7,969.6
D,2019-06-24,24,790.0,875.9
D,2019-06-25,01,757.6,792.9
D,2019-06-25,02,740.4,749.9
D,2019-06-25,03,719.4,720.7
D,2019-06-25,04,692.7,706.6
D,2019-06-25,05,699.7,715.9
D,2019-06-25,06,721.7,746.3
D,2019-06-25,07,839.0,824.5
D,2019-06-25,08,954.9,911.5
D,2019-06-25,09,982.9,976.3
D,2019-06-25,10,1020.8,1024.4
D,2019-06-25,11,1065.9,1062.0
D,2019-06-25,12,1062.8,1089.3
D,2019-06-25,13,1052.9,1087.9
D,2019-06-25,14,1057.5,1081.4
D,2019-06-25,15,1064.6,1075.7
D,2019-06-25,16,1060.1,1061.2
D,2019-06-25,17,1038.1,1050.3
D,2019-06-25,18,1031.0,1044.4
D,2019-06-25,19,1014.0,1032.8
D,2019-06-25,20,1004.5,1013.3
D,2019-06-25,21,1034.8,997.1
D,2019-06-25,22,965.9,956.6
D,2019-06-25,23,890.0,884.7
D,2019-06-25,24,826.4,811.4
D,2019-06-26,01,741.0,746.1
D,2019-06-26,02,721.4,723.0
D,2019-06-26,03,680.2,705.5
D,2019-06-26,04,695.3,699.2
D,2019-06-26,05,692.6,710.4
D,2019-06-26,06,708.4,739.8
D,2019-06-26,07,805.2,826.8
D,2019-06-26,08,928.9,921.6
D,2019-06-26,09,986.9,998.6
D,2019-06-26,10,1047.6,1057.8
D,2019-06-26,11,1117.7,1106.8
D,2019-06-26,12,1178.0,1170.2
D,2019-06-26,13,1196.3,1208.1
D,2019-06-26,14,1224.9,1247.5
D,2019-06-26,15,1279.1,1284.3
D,2019-06-26,16,1343.4,1302.5
D,2019-06-26,17,1358.0,1298.1
D,2019-06-26,18,1362.5,1278.9
D,2019-06-26,19,1321.6,1243.3
D,2019-06-26,20,1274.8,1189.1
D,2019-06-26,21,1180.6,1151.2
D,2019-06-26,22,1136.6,1103.5
D,2019-06-26,23,1006.7,1007.9
D,2019-06-26,24,875.6,899.2
D,2019-06-27,01,765.0,823.7
D,2019-06-27,02,734.3,783.2
D,2019-06-27,03,707.4,754.3
D,2019-06-27,04,700.9,740.3
D,2019-06-27,05,701.1,746.7
D,2019-06-27,06,719.5,783.1
D,2019-06-27,07,811.8,857.9
D,2019-06-27,08,909.8,943.4
D,2019-06-27,09,967.2,1008.5
D,2019-06-27,10,1042.1,1074.6
D,2019-06-27,11,1085.5,1160.8
D,2019-06-27,12,1120.1,1235.3
D,2019-06-27,13,1150.3,1281.3
D,2019-06-27,14,1224.3,1327.2
D,2019-06-27,15,1268.5,1349.9
D,2019-06-27,16,1402.0,1361.5
D,2019-06-27,17,1432.3,1362.1
D,2019-06-27,18,1401.8,1346.6
D,2019-06-27,19,1371.0,1290.5
D,2019-06-27,20,1266.0,1220.7
D,2019-06-27,21,1157.5,1165.2
D,2019-06-27,22,1118.3,1112.6
D,2019-06-27,23,977.2,1017.7
D,2019-06-27,24,857.1,905.5
D,2019-06-28,01,804.6,830.6
D,2019-06-28,02,763.4,786.7
D,2019-06-28,03,736.8,752.5
D,2019-06-28,04,716.6,735.5
D,2019-06-28,05,721.2,734.7
D,2019-06-28,06,748.2,757.4
D,2019-06-28,07,836.4,837.5
D,2019-06-28,08,954.5,947.6
D,2019-06-28,09,1035.2,1044.3
D,2019-06-28,10,1151.5,1122.9
D,2019-06-28,11,1212.3,1198.9
D,2019-06-28,12,1257.5,1263.1
D,2019-06-28,13,1312.5,1310.7
D,2019-06-28,14,1346.0,1353.0
D,2019-06-28,15,1422.1,1380.2
D,2019-06-28,16,1468.2,1394.8
D,2019-06-28,17,1490.3,1409.3
D,2019-06-28,18,1453.9,1404.3
D,2019-06-28,19,1402.8,1369.4
D,2019-06-28,20,1262.2,1314.1
D,2019-06-28,21,1242.1,1257.6
D,2019-06-28,22,1206.2,1204.9
D,2019-06-28,23,1044.2,1104.0
D,2019-06-28,24,948.0,996.7
D,2019-06-29,01,878.4,910.8
D,2019-06-29,02,823.1,856.0
D,2019-06-29,03,800.5,812.7
D,2019-06-29,04,758.9,789.5
D,2019-06-29,05,761.2,786.8
D,2019-06-29,06,752.1,784.7
D,2019-06-29,07,774.7,819.3
D,2019-06-29,08,864.2,884.2
D,2019-06-29,09,968.0,967.8
D,2019-06-29,10,1054.9,1027.6
D,2019-06-29,11,1128.7,1068.7
D,2019-06-29,12,1163.3,1154.8
D,2019-06-29,13,1185.2,1235.5
D,2019-06-29,14,1259.6,1286.4
D,2019-06-29,15,1296.7,1269.7
D,2019-06-29,16,1302.6,1269.5
D,2019-06-29,17,1296.4,1210.8
D,2019-06-29,18,1294.1,1236.7
D,2019-06-29,19,1211.8,1218.8
D,2019-06-29,20,1160.0,1190.8
D,2019-06-29,21,1176.4,1171.6
D,2019-06-29,22,1116.9,1141.6
D,2019-06-29,23,1048.4,1069.8
D,2019-06-29,24,936.6,981.9
D,2019-06-30,01,850.1,907.7
D,2019-06-30,02,826.2,852.4
D,2019-06-30,03,759.3,807.9
D,2019-06-30,04,737.6,780.0
D,2019-06-30,05,720.8,759.1
D,2019-06-30,06,684.2,737.6
D,2019-06-30,07,726.1,770.4
D,2019-06-30,08,776.3,842.0
D,2019-06-30,09,860.3,923.3
